# Species	Genes	Alg.-Conn.	Dp_geneset_OGS2_pep.fasta	MsexOGS2_LongestProt-2021.fas	PierisLongestCDS.fas
3	3	0.954	DPOGS213288-PA	Msex2.08589-RA	PIERAPT00000003444
3	3	0.954	DPOGS213539-PA	Msex2.02370-RA	PIERAPT00000013142
3	3	0.954	DPOGS213729-PA	Msex2.05611-RA	PIERAPT00000022420
3	3	0.954	DPOGS214760-PA	Msex2.06782-RB	PIERAPT00000006840
3	3	0.954	DPOGS215612-PA	Msex2.06994-RA	PIERAPT00000009064
3	3	0.954	DPOGS216072-PA	Msex2.01665-RA	PIERAPT00000028709
3	3	0.953	DPOGS200483-PA	Msex2.02971-RA	PIERAPT00000033711
3	3	0.953	DPOGS200524-PA	Msex2.08372-RA	PIERAPT00000000622
3	3	0.953	DPOGS201025-PA	Msex2.05557-RA	PIERAPT00000018278
3	3	0.953	DPOGS201571-PA	Msex2.07071-RA	PIERAPT00000031462
3	3	0.953	DPOGS201788-PA	Msex2.12644-RA	PIERAPT00000028492
3	3	0.953	DPOGS202590-PA	Msex2.02658-RA	PIERAPT00000005599
3	3	0.953	DPOGS203938-PA	Msex2.01366-RA	PIERAPT00000031868
3	3	0.953	DPOGS204499-PA	Msex2.03311-RA	PIERAPT00000029068
3	3	0.953	DPOGS204744-PA	Msex2.03987-RA	PIERAPT00000007261
3	3	0.953	DPOGS205899-PA	Msex2.05318-RC	PIERAPT00000018876
3	3	0.953	DPOGS206372-PA	Msex2.00955-RC	PIERAPT00000024727
3	3	0.953	DPOGS207024-PA	Msex2.01551-RA	PIERAPT00000005375
3	3	0.953	DPOGS207031-PA	Msex2.03610-RA	PIERAPT00000027922
3	3	0.953	DPOGS207304-PA	Msex2.06152-RA	PIERAPT00000005987
3	3	0.953	DPOGS207662-PA	Msex2.04824-RA	PIERAPT00000004054
3	3	0.953	DPOGS207714-PA	Msex2.02294-RD	PIERAPT00000008593
3	3	0.953	DPOGS208295-PA	Msex2.00818-RA	PIERAPT00000009374
3	3	0.953	DPOGS208488-PA	Msex2.06698-RA	PIERAPT00000010496
3	3	0.953	DPOGS209463-PA	Msex2.11383-RA	PIERAPT00000022202
3	3	0.953	DPOGS209622-PA	Msex2.06304-RA	PIERAPT00000007801
3	3	0.953	DPOGS209862-PA	Msex2.12964-RA	PIERAPT00000012933
3	3	0.953	DPOGS210111-PA	Msex2.13212-RB	PIERAPT00000022283
3	3	0.953	DPOGS210397-PA	Msex2.11795-RC	PIERAPT00000023693
3	3	0.953	DPOGS210834-PA	Msex2.09688-RB	PIERAPT00000032919
3	3	0.953	DPOGS211084-PA	Msex2.10087-RB	PIERAPT00000022823
3	3	0.953	DPOGS211108-PA	Msex2.11646-RA	PIERAPT00000004319
3	3	0.953	DPOGS211318-PA	Msex2.05262-RA	PIERAPT00000020770
3	3	0.953	DPOGS211814-PA	Msex2.09930-RF	PIERAPT00000004546
3	3	0.953	DPOGS211872-PA	Msex2.06816-RA	PIERAPT00000016263
3	3	0.953	DPOGS211879-PA	Msex2.06828-RA	PIERAPT00000016285
3	3	0.953	DPOGS212711-PA	Msex2.14123-RA	PIERAPT00000034901
3	3	0.953	DPOGS213053-PA	Msex2.12968-RA	PIERAPT00000019408
3	3	0.953	DPOGS213103-PA	Msex2.11759-RA	PIERAPT00000006412
3	3	0.953	DPOGS214061-PA	Msex2.12538-RA	PIERAPT00000010534
3	3	0.953	DPOGS214118-PA	Msex2.01997-RA	PIERAPT00000027137
3	3	0.953	DPOGS214124-PA	Msex2.10478-RA	PIERAPT00000012288
3	3	0.953	DPOGS214891-PA	Msex2.11906-RA	PIERAPT00000004945
3	3	0.953	DPOGS215193-PA	Msex2.05885-RB	PIERAPT00000024036
3	3	0.953	DPOGS215846-PA	Msex2.06524-RH	PIERAPT00000003950
3	3	0.953	DPOGS215931-PA	Msex2.06297-RC	PIERAPT00000011829
3	3	0.953	DPOGS216033-PA	Msex2.01661-RC	PIERAPT00000035610
3	3	0.953	DPOGS216133-PA	Msex2.00067-RA	PIERAPT00000023787
3	3	0.952	DPOGS200717-PA	Msex2.07119-RA	PIERAPT00000033557
3	3	0.952	DPOGS201164-PA	Msex2.11987-RA	PIERAPT00000018357
3	3	0.952	DPOGS202214-PA	Msex2.07692-RA	PIERAPT00000009379
3	3	0.952	DPOGS202286-PA	Msex2.05273-RA	PIERAPT00000032442
3	3	0.952	DPOGS202317-PA	Msex2.12033-RA	PIERAPT00000004117
3	3	0.952	DPOGS203036-PA	Msex2.01351-RC	PIERAPT00000023378
3	3	0.952	DPOGS203388-PA	Msex2.03685-RA	PIERAPT00000006299
3	3	0.952	DPOGS205794-PA	Msex2.09545-RB	PIERAPT00000026009
3	3	0.952	DPOGS205800-PA	Msex2.09529-RA	PIERAPT00000011452
3	3	0.952	DPOGS205805-PA	Msex2.10226-RA	PIERAPT00000021108
3	3	0.952	DPOGS206518-PA	Msex2.09579-RA	PIERAPT00000022872
3	3	0.952	DPOGS206609-PA	Msex2.05205-RA	PIERAPT00000015676
3	3	0.952	DPOGS206782-PA	Msex2.03424-RA	PIERAPT00000005709
3	3	0.952	DPOGS206976-PA	Msex2.04449-RA	PIERAPT00000017772
3	3	0.952	DPOGS207794-PA	Msex2.06653-RA	PIERAPT00000021758
3	3	0.952	DPOGS208944-PA	Msex2.08662-RA	PIERAPT00000005380
3	3	0.952	DPOGS209985-PA	Msex2.07333-RA	PIERAPT00000004761
3	3	0.952	DPOGS210002-PA	Msex2.07165-RB	PIERAPT00000015901
3	3	0.952	DPOGS210084-PA	Msex2.08757-RA	PIERAPT00000008164
3	3	0.952	DPOGS210340-PA	Msex2.13425-RA	PIERAPT00000005986
3	3	0.952	DPOGS211346-PA	Msex2.00443-RB	PIERAPT00000005110
3	3	0.952	DPOGS211586-PA	Msex2.00577-RA	PIERAPT00000021726
3	3	0.952	DPOGS211868-PA	Msex2.06810-RA	PIERAPT00000027827
3	3	0.952	DPOGS212050-PA	Msex2.12291-RA	PIERAPT00000009044
3	3	0.952	DPOGS212076-PA	Msex2.09612-RA	PIERAPT00000002601
3	3	0.952	DPOGS212403-PA	Msex2.11090-RA	PIERAPT00000018248
3	3	0.952	DPOGS212446-PA	Msex2.11086-RA	PIERAPT00000004770
3	3	0.952	DPOGS213413-PA	Msex2.14280-RA	PIERAPT00000018479
3	3	0.952	DPOGS213734-PA	Msex2.05610-RD	PIERAPT00000033037
3	3	0.952	DPOGS213910-PA	Msex2.04214-RE	PIERAPT00000015309
3	3	0.952	DPOGS214658-PA	Msex2.08751-RA	PIERAPT00000029097
3	3	0.952	DPOGS214731-PA	Msex2.01218-RA	PIERAPT00000018422
3	3	0.952	DPOGS214751-PA	Msex2.01243-RA	PIERAPT00000019307
3	3	0.952	DPOGS215265-PA	Msex2.06930-RA	PIERAPT00000004045
3	3	0.952	DPOGS215277-PA	Msex2.03388-RA	PIERAPT00000001651
3	3	0.952	DPOGS215543-PA	Msex2.04937-RA	PIERAPT00000017815
3	3	0.952	DPOGS215751-PA	Msex2.03759-RB	PIERAPT00000005797
3	3	0.952	DPOGS215804-PA	Msex2.07003-RA	PIERAPT00000024137
3	3	0.952	DPOGS215815-PA	Msex2.08483-RA	PIERAPT00000016668
3	3	0.952	DPOGS216139-PA	Msex2.10242-RB	PIERAPT00000022487
3	3	0.951	DPOGS200903-PA	Msex2.11531-RB	PIERAPT00000015867
3	3	0.951	DPOGS202202-PA	Msex2.07707-RA	PIERAPT00000027866
3	3	0.951	DPOGS202577-PA	Msex2.04892-RA	PIERAPT00000031548
3	3	0.951	DPOGS202982-PA	Msex2.13418-RF	PIERAPT00000007400
3	3	0.951	DPOGS203368-PA	Msex2.01341-RA	PIERAPT00000000871
3	3	0.951	DPOGS203856-PA	Msex2.11665-RA	PIERAPT00000011694
3	3	0.951	DPOGS204558-PA	Msex2.09378-RA	PIERAPT00000033414
3	3	0.951	DPOGS204640-PA	Msex2.04155-RB	PIERAPT00000025576
3	3	0.951	DPOGS204739-PA	Msex2.03994-RC	PIERAPT00000000855
3	3	0.951	DPOGS204839-PA	Msex2.01055-RA	PIERAPT00000022305
3	3	0.951	DPOGS204962-PA	Msex2.01934-RB	PIERAPT00000002269
3	3	0.951	DPOGS205340-PA	Msex2.06951-RA	PIERAPT00000021197
3	3	0.951	DPOGS205658-PA	Msex2.05633-RA	PIERAPT00000012848
3	3	0.951	DPOGS205766-PA	Msex2.04383-RA	PIERAPT00000015728
3	3	0.951	DPOGS206023-PA	Msex2.09020-RA	PIERAPT00000022903
3	3	0.951	DPOGS207002-PA	Msex2.05079-RB	PIERAPT00000003842
3	3	0.951	DPOGS207023-PA	Msex2.01548-RA	PIERAPT00000004050
3	3	0.951	DPOGS207078-PA	Msex2.10176-RA	PIERAPT00000005764
3	3	0.951	DPOGS208301-PA	Msex2.00830-RB	PIERAPT00000029402
3	3	0.951	DPOGS208341-PA	Msex2.08885-RA	PIERAPT00000025646
3	3	0.951	DPOGS208789-PA	Msex2.10917-RA	PIERAPT00000013994
3	3	0.951	DPOGS209371-PA	Msex2.08169-RB	PIERAPT00000013912
3	3	0.951	DPOGS209615-PA	Msex2.06318-RA	PIERAPT00000023088
3	3	0.951	DPOGS210004-PA	Msex2.07162-RA	PIERAPT00000001165
3	3	0.951	DPOGS210669-PA	Msex2.09114-RA	PIERAPT00000002304
3	3	0.951	DPOGS211124-PA	Msex2.11149-RA	PIERAPT00000031935
3	3	0.951	DPOGS212299-PA	Msex2.08824-RB	PIERAPT00000027227
3	3	0.951	DPOGS212341-PA	Msex2.12341-RB	PIERAPT00000032039
3	3	0.951	DPOGS212818-PA	Msex2.00891-RA	PIERAPT00000004726
3	3	0.951	DPOGS212823-PA	Msex2.00898-RA	PIERAPT00000033464
3	3	0.951	DPOGS213395-PA	Msex2.06084-RA	PIERAPT00000032704
3	3	0.951	DPOGS213471-PA	Msex2.11477-RA	PIERAPT00000015103
3	3	0.951	DPOGS213754-PA	Msex2.00037-RB	PIERAPT00000012765
3	3	0.951	DPOGS214409-PA	Msex2.07756-RA	PIERAPT00000001453
3	3	0.95	DPOGS200131-PA	Msex2.06756-RA	PIERAPT00000003835
3	3	0.95	DPOGS200746-PA	Msex2.07120-RC	PIERAPT00000025312
3	3	0.95	DPOGS201205-PA	Msex2.04774-RA	PIERAPT00000009359
3	3	0.95	DPOGS201761-PA	Msex2.06503-RA	PIERAPT00000005499
3	3	0.95	DPOGS202050-PA	Msex2.10589-RA	PIERAPT00000004702
3	3	0.95	DPOGS202142-PA	Msex2.00713-RA	PIERAPT00000011363
3	3	0.95	DPOGS202222-PA	Msex2.07712-RB	PIERAPT00000015209
3	3	0.95	DPOGS202226-PA	Msex2.03028-RA	PIERAPT00000018664
3	3	0.95	DPOGS202374-PA	Msex2.10989-RC	PIERAPT00000003311
3	3	0.95	DPOGS203053-PA	Msex2.01271-RG	PIERAPT00000018365
3	3	0.95	DPOGS203149-PA	Msex2.05592-RA	PIERAPT00000018149
3	3	0.95	DPOGS203242-PA	Msex2.07586-RA	PIERAPT00000008566
3	3	0.95	DPOGS205066-PA	Msex2.04975-RB	PIERAPT00000024050
3	3	0.95	DPOGS205439-PA	Msex2.03519-RA	PIERAPT00000000328
3	3	0.95	DPOGS205617-PA	Msex2.07973-RA	PIERAPT00000010527
3	3	0.95	DPOGS206646-PA	Msex2.00499-RA	PIERAPT00000021488
3	3	0.95	DPOGS206825-PA	Msex2.09204-RB	PIERAPT00000035385
3	3	0.95	DPOGS207297-PA	Msex2.06135-RA	PIERAPT00000003427
3	3	0.95	DPOGS207504-PA	Msex2.06364-RA	PIERAPT00000005687
3	3	0.95	DPOGS207728-PA	Msex2.02278-RA	PIERAPT00000027554
3	3	0.95	DPOGS208236-PA	Msex2.00807-RA	PIERAPT00000031844
3	3	0.95	DPOGS208599-PA	Msex2.12759-RA	PIERAPT00000013115
3	3	0.95	DPOGS208971-PA	Msex2.10519-RA	PIERAPT00000018192
3	3	0.95	DPOGS209271-PA	Msex2.02726-RA	PIERAPT00000020111
3	3	0.95	DPOGS210847-PA	Msex2.06433-RA	PIERAPT00000019242
3	3	0.95	DPOGS210994-PA	Msex2.07242-RC	PIERAPT00000020754
3	3	0.95	DPOGS211279-PA	Msex2.10214-RA	PIERAPT00000011795
3	3	0.95	DPOGS211280-PA	Msex2.10209-RE	PIERAPT00000023184
3	3	0.95	DPOGS212315-PA	Msex2.10873-RB	PIERAPT00000017150
3	3	0.95	DPOGS214075-PA	Msex2.02671-RB	PIERAPT00000001325
3	3	0.95	DPOGS214223-PA	Msex2.03184-RA	PIERAPT00000013231
3	3	0.95	DPOGS214432-PA	Msex2.08166-RA	PIERAPT00000017845
3	3	0.95	DPOGS215375-PA	Msex2.07311-RA	PIERAPT00000030336
3	3	0.949	DPOGS200337-PA	Msex2.05354-RA	PIERAPT00000017381
3	3	0.949	DPOGS200817-PA	Msex2.10865-RA	PIERAPT00000011490
3	3	0.949	DPOGS201300-PA	Msex2.14229-RA	PIERAPT00000017430
3	3	0.949	DPOGS202993-PA	Msex2.11854-RA	PIERAPT00000011156
3	3	0.949	DPOGS203056-PA	Msex2.01277-RB	PIERAPT00000006327
3	3	0.949	DPOGS205600-PA	Msex2.07555-RA	PIERAPT00000012719
3	3	0.949	DPOGS205688-PA	Msex2.08638-RA	PIERAPT00000029306
3	3	0.949	DPOGS205780-PA	Msex2.14202-RC	PIERAPT00000000701
3	3	0.949	DPOGS206727-PA	Msex2.04493-RA	PIERAPT00000032314
3	3	0.949	DPOGS207059-PA	Msex2.12281-RA	PIERAPT00000026966
3	3	0.949	DPOGS207145-PA	Msex2.09393-RB	PIERAPT00000035259
3	3	0.949	DPOGS207299-PA	Msex2.06139-RB	PIERAPT00000009831
3	3	0.949	DPOGS207409-PA	Msex2.01432-RA	PIERAPT00000003082
3	3	0.949	DPOGS208313-PA	Msex2.11859-RA	PIERAPT00000011550
3	3	0.949	DPOGS208385-PA	Msex2.01405-RA	PIERAPT00000001740
3	3	0.949	DPOGS208959-PA	Msex2.08012-RI	PIERAPT00000028240
3	3	0.949	DPOGS209890-PA	Msex2.10696-RA	PIERAPT00000033974
3	3	0.949	DPOGS210114-PA	Msex2.13902-RA	PIERAPT00000017308
3	3	0.949	DPOGS210276-PA	Msex2.09836-RA	PIERAPT00000010175
3	3	0.949	DPOGS210620-PA	Msex2.03047-RA	PIERAPT00000026880
3	3	0.949	DPOGS210812-PA	Msex2.04643-RA	PIERAPT00000017351
3	3	0.949	DPOGS212026-PA	Msex2.06093-RA	PIERAPT00000019957
3	3	0.949	DPOGS213010-PA	Msex2.05514-RC	PIERAPT00000010952
3	3	0.949	DPOGS213276-PA	Msex2.06455-RA	PIERAPT00000025149
3	3	0.949	DPOGS213541-PA	Msex2.02368-RA	PIERAPT00000030262
3	3	0.949	DPOGS214099-PA	Msex2.02024-RA	PIERAPT00000028249
3	3	0.949	DPOGS214168-PA	Msex2.03152-RD	PIERAPT00000006787
3	3	0.949	DPOGS214269-PA	Msex2.02001-RB	PIERAPT00000015416
3	3	0.949	DPOGS214524-PA	Msex2.00353-RA	PIERAPT00000029704
3	3	0.949	DPOGS215731-PA	Msex2.03734-RA	PIERAPT00000032221
3	3	0.948	DPOGS200174-PA	Msex2.01020-RA	PIERAPT00000032752
3	3	0.948	DPOGS200390-PA	Msex2.01770-RA	PIERAPT00000011597
3	3	0.948	DPOGS200792-PA	Msex2.13149-RA	PIERAPT00000029708
3	3	0.948	DPOGS201222-PA	Msex2.11596-RA	PIERAPT00000019847
3	3	0.948	DPOGS202985-PA	Msex2.06588-RA	PIERAPT00000006838
3	3	0.948	DPOGS203406-PA	Msex2.08609-RA	PIERAPT00000017624
3	3	0.948	DPOGS203817-PA	Msex2.00234-RA	PIERAPT00000030103
3	3	0.948	DPOGS204541-PA	Msex2.08829-RD	PIERAPT00000011709
3	3	0.948	DPOGS205202-PA	Msex2.09814-RA	PIERAPT00000015717
3	3	0.948	DPOGS205287-PA	Msex2.03955-RA	PIERAPT00000007237
3	3	0.948	DPOGS205831-PA	Msex2.12055-RA	PIERAPT00000023350
3	3	0.948	DPOGS205975-PA	Msex2.10565-RA	PIERAPT00000006985
3	3	0.948	DPOGS206348-PA	Msex2.04741-RA	PIERAPT00000015868
3	3	0.948	DPOGS207074-PA	Msex2.10181-RA	PIERAPT00000026486
3	3	0.948	DPOGS207090-PA	Msex2.03595-RA	PIERAPT00000016811
3	3	0.948	DPOGS207160-PA	Msex2.01388-RA	PIERAPT00000034138
3	3	0.948	DPOGS207503-PA	Msex2.06366-RA	PIERAPT00000035374
3	3	0.948	DPOGS208845-PA	Msex2.10247-RA	PIERAPT00000019254
3	3	0.948	DPOGS209219-PA	Msex2.04009-RC	PIERAPT00000010275
3	3	0.948	DPOGS209968-PA	Msex2.07317-RB	PIERAPT00000024383
3	3	0.948	DPOGS210310-PA	Msex2.10902-RA	PIERAPT00000008876
3	3	0.948	DPOGS210460-PA	Msex2.08529-RA	PIERAPT00000005392
3	3	0.948	DPOGS210588-PA	Msex2.03044-RA	PIERAPT00000014144
3	3	0.948	DPOGS211439-PA	Msex2.01990-RA	PIERAPT00000014037
3	3	0.948	DPOGS211717-PA	Msex2.01493-RA	PIERAPT00000019920
3	3	0.948	DPOGS211778-PA	Msex2.08876-RB	PIERAPT00000031783
3	3	0.948	DPOGS213518-PA	Msex2.02411-RA	PIERAPT00000002902
3	3	0.948	DPOGS215048-PA	Msex2.03560-RB	PIERAPT00000017609
3	3	0.948	DPOGS215275-PA	Msex2.03391-RA	PIERAPT00000029967
3	3	0.948	DPOGS215759-PA	Msex2.05439-RA	PIERAPT00000026332
3	3	0.947	DPOGS201670-PA	Msex2.01879-RA	PIERAPT00000014504
3	3	0.947	DPOGS201939-PA	Msex2.03479-RC	PIERAPT00000013617
3	3	0.947	DPOGS202330-PA	Msex2.08111-RA	PIERAPT00000021065
3	3	0.947	DPOGS203541-PA	Msex2.04909-RA	PIERAPT00000029483
3	3	0.947	DPOGS203937-PA	Msex2.01372-RA	PIERAPT00000021490
3	3	0.947	DPOGS204669-PA	Msex2.10262-RA	PIERAPT00000019051
3	3	0.947	DPOGS205270-PA	Msex2.07385-RA	PIERAPT00000024969
3	3	0.947	DPOGS205571-PA	Msex2.02886-RC	PIERAPT00000017761
3	3	0.947	DPOGS206261-PA	Msex2.08049-RC	PIERAPT00000030022
3	3	0.947	DPOGS206604-PA	Msex2.12846-RA	PIERAPT00000035717
3	3	0.947	DPOGS206672-PA	Msex2.00525-RA	PIERAPT00000021173
3	3	0.947	DPOGS207549-PA	Msex2.08068-RA	PIERAPT00000028877
3	3	0.947	DPOGS207550-PA	Msex2.08071-RA	PIERAPT00000018593
3	3	0.947	DPOGS208377-PA	Msex2.09227-RA	PIERAPT00000030939
3	3	0.947	DPOGS208425-PA	Msex2.08781-RB	PIERAPT00000008584
3	3	0.947	DPOGS208434-PA	Msex2.04439-RA	PIERAPT00000011246
3	3	0.947	DPOGS208456-PA	Msex2.01697-RA	PIERAPT00000003764
3	3	0.947	DPOGS208818-PA	Msex2.04882-RA	PIERAPT00000013204
3	3	0.947	DPOGS209015-PA	Msex2.00698-RA	PIERAPT00000014893
3	3	0.947	DPOGS209069-PA	Msex2.03220-RA	PIERAPT00000035078
3	3	0.947	DPOGS209922-PA	Msex2.11432-RA	PIERAPT00000005543
3	3	0.947	DPOGS210426-PA	Msex2.08511-RA	PIERAPT00000013748
3	3	0.947	DPOGS210823-PA	Msex2.06432-RA	PIERAPT00000009105
3	3	0.947	DPOGS210838-PA	Msex2.09690-RA	PIERAPT00000018899
3	3	0.947	DPOGS211876-PA	Msex2.06823-RB	PIERAPT00000002193
3	3	0.947	DPOGS212313-PA	Msex2.11585-RA	PIERAPT00000010844
3	3	0.947	DPOGS213644-PA	Msex2.03662-RB	PIERAPT00000012303
3	3	0.947	DPOGS213875-PA	Msex2.04243-RA	PIERAPT00000034382
3	3	0.947	DPOGS214262-PA	Msex2.10477-RA	PIERAPT00000026397
3	3	0.947	DPOGS216032-PA	Msex2.01659-RA	PIERAPT00000029643
3	3	0.946	DPOGS200261-PA	Msex2.03566-RB	PIERAPT00000005683
3	3	0.946	DPOGS200454-PA	Msex2.10434-RB	PIERAPT00000015783
3	3	0.946	DPOGS201088-PA	Msex2.06458-RA	PIERAPT00000003657
3	3	0.946	DPOGS201308-PA	Msex2.09215-RA	PIERAPT00000006103
3	3	0.946	DPOGS202223-PA	Msex2.07709-RA	PIERAPT00000028957
3	3	0.946	DPOGS202561-PA	Msex2.04901-RA	PIERAPT00000005568
3	3	0.946	DPOGS204100-PA	Msex2.12124-RA	PIERAPT00000021058
3	3	0.946	DPOGS204351-PA	Msex2.02717-RA	PIERAPT00000015701
3	3	0.946	DPOGS204423-PA	Msex2.06856-RA	PIERAPT00000018122
3	3	0.946	DPOGS204687-PA	Msex2.09307-RA	PIERAPT00000010083
3	3	0.946	DPOGS205054-PA	Msex2.04997-RA	PIERAPT00000017006
3	3	0.946	DPOGS205179-PA	Msex2.04204-RA	PIERAPT00000007657
3	3	0.946	DPOGS205285-PA	Msex2.03958-RA	PIERAPT00000014732
3	3	0.946	DPOGS206045-PA	Msex2.05990-RA	PIERAPT00000024545
3	3	0.946	DPOGS206937-PA	Msex2.04453-RA	PIERAPT00000015239
3	3	0.946	DPOGS207193-PA	Msex2.03421-RA	PIERAPT00000035633
3	3	0.946	DPOGS207780-PA	Msex2.08821-RA	PIERAPT00000032903
3	3	0.946	DPOGS208166-PA	Msex2.01823-RB	PIERAPT00000032739
3	3	0.946	DPOGS208298-PA	Msex2.00822-RB	PIERAPT00000027849
3	3	0.946	DPOGS208880-PA	Msex2.00622-RA	PIERAPT00000013517
3	3	0.946	DPOGS209052-PA	Msex2.03249-RA	PIERAPT00000029271
3	3	0.946	DPOGS210307-PA	Msex2.09993-RA	PIERAPT00000027980
3	3	0.946	DPOGS210372-PA	Msex2.10302-RB	PIERAPT00000001392
3	3	0.946	DPOGS210951-PA	Msex2.00609-RA	PIERAPT00000022776
3	3	0.946	DPOGS211253-PA	Msex2.01857-RB	PIERAPT00000003413
3	3	0.946	DPOGS212860-PA	Msex2.00888-RB	PIERAPT00000034441
3	3	0.946	DPOGS213805-PA	Msex2.01278-RA	PIERAPT00000021357
3	3	0.946	DPOGS213816-PA	Msex2.01292-RJ	PIERAPT00000011310
3	3	0.946	DPOGS213913-PA	Msex2.04223-RA	PIERAPT00000027037
3	3	0.946	DPOGS214577-PA	Msex2.11020-RA	PIERAPT00000010216
3	3	0.946	DPOGS214582-PA	Msex2.11013-RA	PIERAPT00000028946
3	3	0.946	DPOGS215861-PA	Msex2.03095-RA	PIERAPT00000005940
3	3	0.945	DPOGS200241-PA	Msex2.13246-RA	PIERAPT00000034894
3	3	0.945	DPOGS200591-PA	Msex2.04048-RA	PIERAPT00000001714
3	3	0.945	DPOGS200844-PA	Msex2.07788-RB	PIERAPT00000025419
3	3	0.945	DPOGS200873-PA	Msex2.06676-RA	PIERAPT00000019258
3	3	0.945	DPOGS200973-PA	Msex2.00318-RA	PIERAPT00000005053
3	3	0.945	DPOGS201295-PA	Msex2.05423-RA	PIERAPT00000012737
3	3	0.945	DPOGS201321-PA	Msex2.05422-RA	PIERAPT00000020198
3	3	0.945	DPOGS203169-PA	Msex2.06745-RA	PIERAPT00000006003
3	3	0.945	DPOGS203179-PA	Msex2.01924-RB	PIERAPT00000020849
3	3	0.945	DPOGS203203-PA	Msex2.06744-RA	PIERAPT00000008778
3	3	0.945	DPOGS203255-PA	Msex2.07599-RA	PIERAPT00000026340
3	3	0.945	DPOGS203605-PA	Msex2.01155-RA	PIERAPT00000032458
3	3	0.945	DPOGS203651-PA	Msex2.11545-RA	PIERAPT00000008884
3	3	0.945	DPOGS204767-PA	Msex2.09143-RE	PIERAPT00000017090
3	3	0.945	DPOGS205423-PA	Msex2.02848-RA	PIERAPT00000004591
3	3	0.945	DPOGS205917-PA	Msex2.05311-RA	PIERAPT00000025427
3	3	0.945	DPOGS206854-PA	Msex2.01556-RB	PIERAPT00000033143
3	3	0.945	DPOGS206896-PA	Msex2.03628-RA	PIERAPT00000009283
3	3	0.945	DPOGS207242-PA	Msex2.05517-RA	PIERAPT00000029142
3	3	0.945	DPOGS207316-PA	Msex2.09291-RA	PIERAPT00000000281
3	3	0.945	DPOGS208050-PA	Msex2.04636-RA	PIERAPT00000026500
3	3	0.945	DPOGS208372-PA	Msex2.01422-RB	PIERAPT00000008209
3	3	0.945	DPOGS208572-PA	Msex2.07868-RB	PIERAPT00000017025
3	3	0.945	DPOGS209581-PA	Msex2.12016-RE	PIERAPT00000008332
3	3	0.945	DPOGS211732-PA	Msex2.01494-RB	PIERAPT00000004082
3	3	0.945	DPOGS212196-PA	Msex2.04535-RA	PIERAPT00000015709
3	3	0.945	DPOGS212398-PA	Msex2.10875-RB	PIERAPT00000002336
3	3	0.945	DPOGS213915-PA	Msex2.04218-RD	PIERAPT00000023449
3	3	0.945	DPOGS214491-PA	Msex2.04838-RA	PIERAPT00000013461
3	3	0.945	DPOGS214667-PA	Msex2.05235-RA	PIERAPT00000028701
3	3	0.945	DPOGS215331-PA	Msex2.08702-RA	PIERAPT00000008945
3	3	0.945	DPOGS215739-PA	Msex2.03748-RA	PIERAPT00000012254
3	3	0.945	DPOGS215918-PA	Msex2.03070-RA	PIERAPT00000034652
3	3	0.945	DPOGS215988-PA	Msex2.04570-RA	PIERAPT00000003059
3	3	0.944	DPOGS200478-PA	Msex2.02976-RA	PIERAPT00000024784
3	3	0.944	DPOGS200758-PA	Msex2.11041-RA	PIERAPT00000016095
3	3	0.944	DPOGS200797-PA	Msex2.12447-RA	PIERAPT00000000573
3	3	0.944	DPOGS201259-PA	Msex2.02230-RC	PIERAPT00000004999
3	3	0.944	DPOGS201563-PA	Msex2.07059-RA	PIERAPT00000009279
3	3	0.944	DPOGS203005-PA	Msex2.01332-RA	PIERAPT00000016762
3	3	0.944	DPOGS203044-PA	Msex2.01263-RC	PIERAPT00000021600
3	3	0.944	DPOGS203836-PA	Msex2.07878-RA	PIERAPT00000011833
3	3	0.944	DPOGS204095-PA	Msex2.10277-RB	PIERAPT00000008652
3	3	0.944	DPOGS204476-PA	Msex2.06836-RA	PIERAPT00000032361
3	3	0.944	DPOGS204816-PA	Msex2.02488-RA	PIERAPT00000002203
3	3	0.944	DPOGS206002-PA	Msex2.11607-RA	PIERAPT00000032328
3	3	0.944	DPOGS206984-PA	Msex2.10638-RA	PIERAPT00000009313
3	3	0.944	DPOGS206993-PA	Msex2.04454-RA	PIERAPT00000026969
3	3	0.944	DPOGS207019-PA	Msex2.05096-RA	PIERAPT00000014567
3	3	0.944	DPOGS207561-PA	Msex2.06109-RA	PIERAPT00000010853
3	3	0.944	DPOGS207874-PA	Msex2.00471-RA	PIERAPT00000023998
3	3	0.944	DPOGS208161-PA	Msex2.12376-RA	PIERAPT00000030747
3	3	0.944	DPOGS209200-PA	Msex2.00392-RA	PIERAPT00000005754
3	3	0.944	DPOGS210135-PA	Msex2.00252-RA	PIERAPT00000000750
3	3	0.944	DPOGS211565-PA	Msex2.05835-RA	PIERAPT00000013848
3	3	0.944	DPOGS212019-PA	Msex2.12292-RA	PIERAPT00000006594
3	3	0.944	DPOGS213270-PA	Msex2.14331-RA	PIERAPT00000013630
3	3	0.944	DPOGS213568-PA	Msex2.02330-RA	PIERAPT00000017344
3	3	0.944	DPOGS213678-PA	Msex2.08347-RA	PIERAPT00000007235
3	3	0.944	DPOGS213959-PA	Msex2.07019-RA	PIERAPT00000019152
3	3	0.944	DPOGS214095-PA	Msex2.02027-RA	PIERAPT00000010666
3	3	0.944	DPOGS214219-PA	Msex2.03177-RA	PIERAPT00000014322
