# Species	Genes	Alg.-Conn.	Dp_geneset_OGS2_pep.fasta	MsexOGS2_LongestProt-2021.fas	PierisLongestCDS.fas
3	3	0.737	DPOGS215190-PA	Msex2.05888-RA	PIERAPT00000018325
3	3	0.736	DPOGS201167-PA	Msex2.11992-RB	PIERAPT00000011830
3	3	0.736	DPOGS201371-PA	Msex2.06576-RA	PIERAPT00000007016
3	3	0.736	DPOGS207603-PA	Msex2.04379-RA	PIERAPT00000005945
3	3	0.736	DPOGS212998-PA	Msex2.05491-RA	PIERAPT00000011561
3	3	0.736	DPOGS216187-PA	Msex2.01807-RB	PIERAPT00000013265
3	3	0.735	DPOGS200963-PA	Msex2.13126-RB	PIERAPT00000010603
3	3	0.735	DPOGS201120-PA	Msex2.06961-RB	PIERAPT00000002439
3	3	0.735	DPOGS207465-PA	Msex2.04566-RC	PIERAPT00000000914
3	3	0.735	DPOGS209323-PA	Msex2.06254-RA	PIERAPT00000009112
3	3	0.735	DPOGS211708-PA	Msex2.02780-RA	PIERAPT00000013392
3	3	0.735	DPOGS213092-PA	Msex2.12267-RA	PIERAPT00000017319
3	3	0.735	DPOGS213188-PA	Msex2.05145-RA	PIERAPT00000025020
3	3	0.734	DPOGS201630-PA	Msex2.11309-RA	PIERAPT00000013742
3	3	0.734	DPOGS201859-PA	Msex2.11291-RA	PIERAPT00000020317
3	3	0.734	DPOGS211107-PA	Msex2.11647-RA	PIERAPT00000025411
3	3	0.734	DPOGS212048-PA	Msex2.06090-RB	PIERAPT00000003676
3	3	0.734	DPOGS214293-PA	Msex2.02038-RA	PIERAPT00000002011
3	3	0.733	DPOGS201187-PA	Msex2.13090-RA	PIERAPT00000021733
3	3	0.733	DPOGS201470-PA	Msex2.03914-RB	PIERAPT00000032117
3	3	0.733	DPOGS204386-PA	Msex2.03303-RA	PIERAPT00000000863
3	3	0.733	DPOGS204451-PA	Msex2.08980-RB	PIERAPT00000000897
3	3	0.733	DPOGS207043-PA	Msex2.03629-RA	PIERAPT00000032144
3	3	0.733	DPOGS215240-PA	Msex2.00723-RB	PIERAPT00000016185
3	3	0.732	DPOGS200643-PA	Msex2.04057-RA	PIERAPT00000023776
3	3	0.732	DPOGS201498-PA	Msex2.03709-RA	PIERAPT00000004447
3	3	0.732	DPOGS204232-PA	Msex2.06216-RB	PIERAPT00000001072
3	3	0.732	DPOGS205447-PA	Msex2.03522-RC	PIERAPT00000014298
3	3	0.732	DPOGS205491-PA	Msex2.11421-RA	PIERAPT00000005356
3	3	0.732	DPOGS206043-PA	Msex2.04789-RA	PIERAPT00000026602
3	3	0.732	DPOGS207082-PA	Msex2.03583-RC	PIERAPT00000009832
3	3	0.732	DPOGS212057-PA	Msex2.02672-RA	PIERAPT00000001966
3	3	0.732	DPOGS212412-PA	Msex2.04511-RA	PIERAPT00000011587
3	3	0.732	DPOGS213354-PA	Msex2.09555-RA	PIERAPT00000035524
3	3	0.732	DPOGS213520-PA	Msex2.02402-RA	PIERAPT00000017383
3	3	0.732	DPOGS214321-PA	Msex2.07619-RA	PIERAPT00000001610
3	3	0.731	DPOGS202654-PA	Msex2.11237-RD	PIERAPT00000001894
3	3	0.73	DPOGS202357-PA	Msex2.10984-RA	PIERAPT00000003023
3	3	0.73	DPOGS203338-PA	Msex2.01342-RA	PIERAPT00000008735
3	3	0.73	DPOGS207138-PA	Msex2.09899-RA	PIERAPT00000015341
3	3	0.73	DPOGS210471-PA	Msex2.08512-RA	PIERAPT00000027423
3	3	0.73	DPOGS210676-PA	Msex2.09340-RA	PIERAPT00000004992
3	3	0.729	DPOGS206985-PA	Msex2.10639-RA	PIERAPT00000035462
3	3	0.729	DPOGS208578-PA	Msex2.07858-RA	PIERAPT00000003418
3	3	0.729	DPOGS208588-PA	Msex2.04595-RA	PIERAPT00000034931
3	3	0.729	DPOGS209708-PA	Msex2.06053-RA	PIERAPT00000025490
3	3	0.729	DPOGS209790-PA	Msex2.05162-RA	PIERAPT00000010072
3	3	0.729	DPOGS210906-PA	Msex2.00290-RA	PIERAPT00000026092
3	3	0.729	DPOGS212817-PA	Msex2.00893-RD	PIERAPT00000029556
3	3	0.729	DPOGS213044-PA	Msex2.00171-RA	PIERAPT00000019713
3	3	0.729	DPOGS214868-PA	Msex2.01703-RC	PIERAPT00000000649
3	3	0.729	DPOGS215503-PA	Msex2.09088-RA	PIERAPT00000015531
3	3	0.729	DPOGS215781-PA	Msex2.05482-RB	PIERAPT00000002885
3	3	0.728	DPOGS201964-PA	Msex2.05567-RA	PIERAPT00000012900
3	3	0.728	DPOGS202006-PA	Msex2.02978-RA	PIERAPT00000030230
3	3	0.728	DPOGS204018-PA	Msex2.00841-RA	PIERAPT00000026543
3	3	0.728	DPOGS207185-PA	Msex2.07395-RA	PIERAPT00000013158
3	3	0.728	DPOGS208969-PA	Msex2.10524-RA	PIERAPT00000009048
3	3	0.728	DPOGS209644-PA	Msex2.05043-RA	PIERAPT00000029084
3	3	0.728	DPOGS212055-PA	Msex2.13957-RA	PIERAPT00000029468
3	3	0.728	DPOGS213588-PA	Msex2.02371-RA	PIERAPT00000012843
3	3	0.727	DPOGS204933-PA	Msex2.00111-RA	PIERAPT00000027024
3	3	0.727	DPOGS206149-PA	Msex2.03396-RC	PIERAPT00000013394
3	3	0.727	DPOGS207944-PA	Msex2.06356-RC	PIERAPT00000011997
3	3	0.727	DPOGS208612-PA	Msex2.12322-RC	PIERAPT00000024756
3	3	0.727	DPOGS216191-PA	Msex2.01813-RA	PIERAPT00000004471
3	3	0.726	DPOGS202023-PA	Msex2.00663-RA	PIERAPT00000021941
3	3	0.726	DPOGS205877-PA	Msex2.11219-RA	PIERAPT00000006925
3	3	0.726	DPOGS207675-PA	Msex2.02772-RA	PIERAPT00000012500
3	3	0.726	DPOGS210733-PA	Msex2.02462-RA	PIERAPT00000003288
3	3	0.726	DPOGS210744-PA	Msex2.02439-RA	PIERAPT00000022805
3	3	0.726	DPOGS212058-PA	Msex2.13774-RC	PIERAPT00000032660
3	3	0.726	DPOGS213336-PA	Msex2.08890-RA	PIERAPT00000028242
3	3	0.726	DPOGS215615-PA	Msex2.06990-RA	PIERAPT00000022172
3	3	0.725	DPOGS201555-PA	Msex2.07068-RB	PIERAPT00000024721
3	3	0.725	DPOGS201926-PA	Msex2.06517-RA	PIERAPT00000034293
3	3	0.725	DPOGS202844-PA	Msex2.06412-RA	PIERAPT00000021303
3	3	0.725	DPOGS205041-PA	Msex2.10365-RA	PIERAPT00000026991
3	3	0.725	DPOGS210671-PA	Msex2.09117-RA	PIERAPT00000008342
3	3	0.724	DPOGS202169-PA	Msex2.08919-RA	PIERAPT00000028785
3	3	0.724	DPOGS202998-PA	Msex2.01336-RA	PIERAPT00000035081
3	3	0.724	DPOGS205634-PA	Msex2.05634-RA	PIERAPT00000013850
3	3	0.724	DPOGS206429-PA	Msex2.06273-RA	PIERAPT00000002887
3	3	0.724	DPOGS206800-PA	Msex2.01392-RA	PIERAPT00000012066
3	3	0.724	DPOGS210720-PA	Msex2.02464-RB	PIERAPT00000013908
3	3	0.724	DPOGS214990-PA	Msex2.13054-RA	PIERAPT00000018735
3	3	0.723	DPOGS200145-PA	Msex2.01005-RD	PIERAPT00000019143
3	3	0.723	DPOGS200495-PA	Msex2.02966-RC	PIERAPT00000028285
3	3	0.723	DPOGS200602-PA	Msex2.04068-RA	PIERAPT00000024292
3	3	0.723	DPOGS200935-PA	Msex2.03120-RA	PIERAPT00000024774
3	3	0.723	DPOGS204826-PA	Msex2.02479-RB	PIERAPT00000033190
3	3	0.723	DPOGS206880-PA	Msex2.12946-RA	PIERAPT00000032119
3	3	0.723	DPOGS207516-PA	Msex2.05226-RA	PIERAPT00000011079
3	3	0.723	DPOGS209560-PA	Msex2.04608-RA	PIERAPT00000021292
3	3	0.723	DPOGS210478-PA	Msex2.08500-RA	PIERAPT00000019302
3	3	0.723	DPOGS211874-PA	Msex2.06819-RB	PIERAPT00000034224
3	3	0.723	DPOGS215089-PA	Msex2.09035-RA	PIERAPT00000003641
3	3	0.722	DPOGS202802-PA	Msex2.07644-RB	PIERAPT00000014386
3	3	0.722	DPOGS206912-PA	Msex2.01553-RA	PIERAPT00000020180
3	3	0.722	DPOGS208065-PA	Msex2.12678-RD	PIERAPT00000012756
3	3	0.722	DPOGS209833-PA	Msex2.07192-RE	PIERAPT00000015679
3	3	0.722	DPOGS211378-PA	Msex2.13859-RA	PIERAPT00000019554
3	3	0.722	DPOGS213425-PA	Msex2.05925-RA	PIERAPT00000010701
3	3	0.722	DPOGS213508-PA	Msex2.13225-RA	PIERAPT00000011414
3	3	0.722	DPOGS213828-PA	Msex2.02637-RE	PIERAPT00000005442
3	3	0.721	DPOGS201663-PA	Msex2.00157-RD	PIERAPT00000010992
3	3	0.721	DPOGS202841-PA	Msex2.06407-RD	PIERAPT00000023059
3	3	0.721	DPOGS205101-PA	Msex2.05516-RA	PIERAPT00000028692
3	3	0.721	DPOGS205172-PA	Msex2.04209-RB	PIERAPT00000015953
3	3	0.721	DPOGS211384-PA	Msex2.07102-RA	PIERAPT00000031554
3	3	0.721	DPOGS214414-PA	Msex2.07753-RA	PIERAPT00000014257
3	3	0.72	DPOGS201370-PA	Msex2.06573-RD	PIERAPT00000028779
3	3	0.72	DPOGS201605-PA	Msex2.13085-RA	PIERAPT00000005899
3	3	0.72	DPOGS202821-PA	Msex2.04812-RA	PIERAPT00000002734
3	3	0.72	DPOGS203374-PA	Msex2.08254-RA	PIERAPT00000018489
3	3	0.72	DPOGS205493-PA	Msex2.11417-RA	PIERAPT00000007896
3	3	0.72	DPOGS212561-PA	Msex2.06018-RA	PIERAPT00000007634
3	3	0.72	DPOGS213994-PA	Msex2.09727-RB	PIERAPT00000028136
3	3	0.719	DPOGS205398-PA	Msex2.06939-RA	PIERAPT00000033331
3	3	0.719	DPOGS210590-PA	Msex2.03048-RA	PIERAPT00000011010
3	3	0.719	DPOGS214413-PA	Msex2.07762-RA	PIERAPT00000017917
3	3	0.719	DPOGS215246-PA	Msex2.07424-RA	PIERAPT00000031649
3	3	0.719	DPOGS215689-PA	Msex2.03739-RB	PIERAPT00000004116
3	3	0.718	DPOGS200078-PA	Msex2.03699-RG	PIERAPT00000010421
3	3	0.718	DPOGS203110-PA	Msex2.00730-RA	PIERAPT00000031562
3	3	0.718	DPOGS204895-PA	Msex2.01079-RA	PIERAPT00000008821
3	3	0.718	DPOGS206322-PA	Msex2.00092-RC	PIERAPT00000034097
3	3	0.718	DPOGS208064-PA	Msex2.06881-RA	PIERAPT00000031976
3	3	0.718	DPOGS210878-PA	Msex2.12266-RA	PIERAPT00000007195
3	3	0.717	DPOGS202216-PA	Msex2.07696-RA	PIERAPT00000025350
3	3	0.717	DPOGS207580-PA	Msex2.06104-RC	PIERAPT00000014442
3	3	0.717	DPOGS209063-PA	Msex2.03239-RA	PIERAPT00000012435
3	3	0.717	DPOGS209931-PA	Msex2.11097-RA	PIERAPT00000031698
3	3	0.717	DPOGS210210-PA	Msex2.07575-RB	PIERAPT00000013234
3	3	0.717	DPOGS210333-PA	Msex2.08933-RA	PIERAPT00000005858
3	3	0.717	DPOGS212977-PA	Msex2.03489-RA	PIERAPT00000002711
3	3	0.717	DPOGS213294-PA	Msex2.02329-RA	PIERAPT00000002613
3	3	0.716	DPOGS200071-PA	Msex2.03670-RA	PIERAPT00000032733
3	3	0.716	DPOGS200460-PA	Msex2.10432-RA	PIERAPT00000033885
3	3	0.716	DPOGS200893-PA	Msex2.06561-RA	PIERAPT00000021004
3	3	0.716	DPOGS201026-PA	Msex2.05555-RA	PIERAPT00000023382
3	3	0.716	DPOGS211573-PA	Msex2.00583-RA	PIERAPT00000008958
3	3	0.715	DPOGS206978-PA	Msex2.05091-RA	PIERAPT00000025440
3	3	0.715	DPOGS207511-PA	Msex2.05222-RA	PIERAPT00000015399
3	3	0.715	DPOGS213125-PA	Msex2.11593-RA	PIERAPT00000015946
3	3	0.715	DPOGS214120-PA	Msex2.01994-RA	PIERAPT00000034207
3	3	0.715	DPOGS216147-PA	Msex2.03788-RA	PIERAPT00000018436
3	3	0.714	DPOGS202925-PA	Msex2.06388-RA	PIERAPT00000028332
3	3	0.714	DPOGS203232-PA	Msex2.00404-RB	PIERAPT00000026671
3	3	0.714	DPOGS207358-PA	Msex2.09870-RB	PIERAPT00000028657
3	3	0.714	DPOGS207524-PA	Msex2.05227-RA	PIERAPT00000002211
3	3	0.714	DPOGS207859-PA	Msex2.02317-RA	PIERAPT00000003400
3	3	0.714	DPOGS208902-PA	Msex2.08020-RB	PIERAPT00000014295
3	3	0.714	DPOGS212556-PA	Msex2.07346-RA	PIERAPT00000006846
3	3	0.714	DPOGS213026-PA	Msex2.05497-RA	PIERAPT00000005793
3	3	0.713	DPOGS200296-PA	Msex2.05352-RC	PIERAPT00000023351
3	3	0.713	DPOGS203880-PA	Msex2.13689-RA	PIERAPT00000007074
3	3	0.713	DPOGS204228-PA	Msex2.06211-RA	PIERAPT00000003600
3	3	0.713	DPOGS204676-PA	Msex2.09308-RB	PIERAPT00000030404
3	3	0.713	DPOGS208678-PA	Msex2.04092-RD	PIERAPT00000002398
3	3	0.713	DPOGS211802-PA	Msex2.10055-RB	PIERAPT00000022467
3	3	0.713	DPOGS214339-PA	Msex2.10065-RA	PIERAPT00000018851
3	3	0.713	DPOGS215092-PA	Msex2.06449-RB	PIERAPT00000001547
3	3	0.712	DPOGS200702-PA	Msex2.00127-RA	PIERAPT00000030863
3	3	0.712	DPOGS201524-PA	Msex2.03935-RA	PIERAPT00000005861
3	3	0.712	DPOGS202719-PA	Msex2.12509-RC	PIERAPT00000000144
3	3	0.712	DPOGS204325-PA	Msex2.02708-RA	PIERAPT00000001789
3	3	0.712	DPOGS208726-PA	Msex2.08195-RA	PIERAPT00000000932
3	3	0.712	DPOGS209191-PA	Msex2.04462-RB	PIERAPT00000024077
3	3	0.712	DPOGS212751-PA	Msex2.04345-RA	PIERAPT00000000279
3	3	0.712	DPOGS212870-PA	Msex2.00879-RA	PIERAPT00000013713
3	3	0.712	DPOGS213021-PA	Msex2.05500-RA	PIERAPT00000029122
3	3	0.712	DPOGS214209-PA	Msex2.03159-RC	PIERAPT00000002205
3	3	0.711	DPOGS202204-PA	Msex2.07699-RA	PIERAPT00000014914
3	3	0.711	DPOGS202242-PA	Msex2.08093-RA	PIERAPT00000006837
3	3	0.711	DPOGS204456-PA	Msex2.06870-RB	PIERAPT00000012157
3	3	0.711	DPOGS206039-PA	Msex2.04785-RA	PIERAPT00000032388
3	3	0.711	DPOGS210169-PA	Msex2.01510-RA	PIERAPT00000017811
3	3	0.71	DPOGS201862-PA	Msex2.07056-RC	PIERAPT00000011117
3	3	0.71	DPOGS203704-PA	Msex2.00192-RF	PIERAPT00000023063
3	3	0.71	DPOGS204391-PA	Msex2.03315-RA	PIERAPT00000029905
3	3	0.71	DPOGS208638-PA	Msex2.10944-RA	PIERAPT00000015423
3	3	0.71	DPOGS210070-PA	Msex2.12476-RB	PIERAPT00000017465
3	3	0.71	DPOGS210302-PA	Msex2.05747-RA	PIERAPT00000026994
3	3	0.71	DPOGS211206-PA	Msex2.10360-RB	PIERAPT00000032674
3	3	0.71	DPOGS211911-PA	Msex2.09548-RA	PIERAPT00000019386
3	3	0.71	DPOGS214402-PA	Msex2.07760-RA	PIERAPT00000034796
3	3	0.71	DPOGS215570-PA	Msex2.00358-RA	PIERAPT00000020119
3	3	0.71	DPOGS215651-PA	Msex2.05454-RA	PIERAPT00000005616
3	3	0.709	DPOGS203140-PA	Msex2.00412-RA	PIERAPT00000016483
3	3	0.709	DPOGS209038-PA	Msex2.03250-RA	PIERAPT00000030072
3	3	0.709	DPOGS211504-PA	Msex2.10784-RA	PIERAPT00000035041
3	3	0.709	DPOGS213337-PA	Msex2.08892-RA	PIERAPT00000031600
3	3	0.709	DPOGS214289-PA	Msex2.02031-RA	PIERAPT00000006437
3	3	0.708	DPOGS201726-PA	Msex2.05973-RB	PIERAPT00000019211
3	3	0.708	DPOGS203599-PA	Msex2.01141-RA	PIERAPT00000001855
3	3	0.708	DPOGS204840-PA	Msex2.01053-RB	PIERAPT00000019341
3	3	0.708	DPOGS205097-PA	Msex2.04998-RD	PIERAPT00000000667
3	3	0.708	DPOGS205349-PA	Msex2.01125-RA	PIERAPT00000016010
3	3	0.708	DPOGS210321-PA	Msex2.12934-RA	PIERAPT00000031126
3	3	0.707	DPOGS200347-PA	Msex2.07813-RB	PIERAPT00000030877
3	3	0.707	DPOGS202064-PA	Msex2.00679-RA	PIERAPT00000024237
3	3	0.707	DPOGS203116-PA	Msex2.00740-RA	PIERAPT00000032538
3	3	0.707	DPOGS208131-PA	Msex2.01321-RB	PIERAPT00000018066
3	3	0.707	DPOGS208174-PA	Msex2.03778-RA	PIERAPT00000034946
3	3	0.706	DPOGS200102-PA	Msex2.03678-RD	PIERAPT00000007861
3	3	0.706	DPOGS200636-PA	Msex2.04069-RA	PIERAPT00000019429
3	3	0.706	DPOGS201179-PA	Msex2.04749-RA	PIERAPT00000004220
3	3	0.706	DPOGS203603-PA	Msex2.01151-RA	PIERAPT00000014223
3	3	0.706	DPOGS204003-PA	Msex2.12746-RA	PIERAPT00000002037
3	3	0.706	DPOGS206186-PA	Msex2.13513-RA	PIERAPT00000003034
3	3	0.706	DPOGS208171-PA	Msex2.03775-RA	PIERAPT00000001853
3	3	0.706	DPOGS210970-PA	Msex2.07238-RA	PIERAPT00000023221
3	3	0.706	DPOGS213670-PA	Msex2.12385-RA	PIERAPT00000027080
3	3	0.706	DPOGS215850-PA	Msex2.06528-RB	PIERAPT00000018773
3	3	0.706	DPOGS215863-PA	Msex2.03091-RA	PIERAPT00000008756
3	3	0.705	DPOGS200922-PA	Msex2.03110-RA	PIERAPT00000028537
3	3	0.705	DPOGS202609-PA	Msex2.05726-RB	PIERAPT00000001411
3	3	0.705	DPOGS203635-PA	Msex2.05967-RA	PIERAPT00000026508
3	3	0.705	DPOGS205111-PA	Msex2.08130-RC	PIERAPT00000014585
3	3	0.705	DPOGS205850-PA	Msex2.12573-RA	PIERAPT00000028605
3	3	0.705	DPOGS206053-PA	Msex2.10423-RA	PIERAPT00000025949
3	3	0.705	DPOGS208627-PA	Msex2.04593-RB	PIERAPT00000030094
3	3	0.705	DPOGS210809-PA	Msex2.04647-RA	PIERAPT00000018245
3	3	0.705	DPOGS211156-PA	Msex2.09243-RA	PIERAPT00000018911
3	3	0.705	DPOGS215783-PA	Msex2.05485-RA	PIERAPT00000024711
3	3	0.704	DPOGS200600-PA	Msex2.04064-RA	PIERAPT00000016574
3	3	0.704	DPOGS204642-PA	Msex2.04152-RA	PIERAPT00000030292
3	3	0.704	DPOGS206365-PA	Msex2.08678-RG	PIERAPT00000035190
3	3	0.704	DPOGS215394-PA	Msex2.04614-RA	PIERAPT00000017496
3	3	0.703	DPOGS201028-PA	Msex2.05553-RA	PIERAPT00000002553
3	3	0.703	DPOGS202074-PA	Msex2.01149-RC	PIERAPT00000029047
3	3	0.703	DPOGS202675-PA	Msex2.09581-RB	PIERAPT00000024486
3	3	0.703	DPOGS202983-PA	Msex2.09956-RB	PIERAPT00000032927
3	3	0.703	DPOGS207095-PA	Msex2.01559-RC	PIERAPT00000026518
3	3	0.703	DPOGS212089-PA	Msex2.05013-RA	PIERAPT00000009530
3	3	0.703	DPOGS213233-PA	Msex2.11821-RA	PIERAPT00000021110
3	3	0.702	DPOGS209928-PA	Msex2.11102-RA	PIERAPT00000002395
3	3	0.702	DPOGS210327-PA	Msex2.10301-RC	PIERAPT00000035720
3	3	0.702	DPOGS210738-PA	Msex2.02454-RB	PIERAPT00000002507
3	3	0.702	DPOGS211726-PA	Msex2.01502-RA	PIERAPT00000013404
3	3	0.702	DPOGS212589-PA	Msex2.02939-RA	PIERAPT00000012419
3	3	0.702	DPOGS213842-PA	Msex2.02631-RC	PIERAPT00000014624
3	3	0.702	DPOGS214188-PA	Msex2.07134-RA	PIERAPT00000028324
3	3	0.701	DPOGS200952-PA	Msex2.09296-RC	PIERAPT00000018081
3	3	0.701	DPOGS212228-PA	Msex2.12688-RA	PIERAPT00000004521
3	3	0.701	DPOGS212575-PA	Msex2.06016-RA	PIERAPT00000032103
3	3	0.7	DPOGS203610-PA	Msex2.01160-RA	PIERAPT00000006687
3	3	0.7	DPOGS204430-PA	Msex2.06871-RA	PIERAPT00000002410
3	3	0.7	DPOGS206305-PA	Msex2.04730-RB	PIERAPT00000018063
3	3	0.7	DPOGS207804-PA	Msex2.06640-RA	PIERAPT00000026267
3	3	0.7	DPOGS210678-PA	Msex2.09342-RA	PIERAPT00000029203
3	3	0.7	DPOGS211698-PA	Msex2.08324-RA	PIERAPT00000035606
3	3	0.7	DPOGS215485-PA	Msex2.07727-RA	PIERAPT00000008507
3	3	0.699	DPOGS203252-PA	Msex2.07595-RC	PIERAPT00000016942
3	3	0.699	DPOGS204377-PA	Msex2.03291-RA	PIERAPT00000026403
3	3	0.699	DPOGS208094-PA	Msex2.08579-RA	PIERAPT00000003031
3	3	0.699	DPOGS208596-PA	Msex2.13390-RB	PIERAPT00000025827
3	3	0.699	DPOGS210525-PA	Msex2.08397-RA	PIERAPT00000027628
3	3	0.699	DPOGS212117-PA	Msex2.04336-RA	PIERAPT00000020794
3	3	0.698	DPOGS205029-PA	Msex2.09537-RB	PIERAPT00000015991
3	3	0.698	DPOGS205689-PA	Msex2.08636-RA	PIERAPT00000009778
3	3	0.698	DPOGS207597-PA	Msex2.08069-RA	PIERAPT00000011890
3	3	0.698	DPOGS207785-PA	Msex2.08817-RA	PIERAPT00000024668
3	3	0.698	DPOGS208710-PA	Msex2.08189-RA	PIERAPT00000000336
3	3	0.698	DPOGS211160-PA	Msex2.09249-RA	PIERAPT00000026560
3	3	0.698	DPOGS211918-PA	Msex2.12861-RA	PIERAPT00000003468
3	3	0.698	DPOGS212467-PA	Msex2.09616-RA	PIERAPT00000016357
3	3	0.697	DPOGS200894-PA	Msex2.06562-RA	PIERAPT00000029199
3	3	0.697	DPOGS201097-PA	Msex2.06472-RA	PIERAPT00000028114
3	3	0.697	DPOGS209734-PA	Msex2.06030-RA	PIERAPT00000015682
3	3	0.697	DPOGS210035-PA	Msex2.12737-RA	PIERAPT00000010041
3	3	0.697	DPOGS212339-PA	Msex2.14472-RA	PIERAPT00000026701
3	3	0.697	DPOGS215090-PA	Msex2.06443-RA	PIERAPT00000002432
3	3	0.696	DPOGS200345-PA	Msex2.07810-RD	PIERAPT00000002127
3	3	0.696	DPOGS201373-PA	Msex2.08615-RA	PIERAPT00000035306
3	3	0.696	DPOGS206145-PA	Msex2.04781-RA	PIERAPT00000032303
3	3	0.696	DPOGS207313-PA	Msex2.09999-RA	PIERAPT00000004250
3	3	0.696	DPOGS210137-PA	Msex2.00257-RA	PIERAPT00000034049
3	3	0.696	DPOGS212140-PA	Msex2.04338-RA	PIERAPT00000022983
3	3	0.696	DPOGS215972-PA	Msex2.09480-RA	PIERAPT00000016340
3	3	0.695	DPOGS204403-PA	Msex2.03340-RB	PIERAPT00000028970
3	3	0.695	DPOGS205814-PA	Msex2.02665-RB	PIERAPT00000009816
3	3	0.695	DPOGS208033-PA	Msex2.00701-RA	PIERAPT00000016128
3	3	0.695	DPOGS215517-PA	Msex2.11043-RA	PIERAPT00000004443
3	3	0.694	DPOGS201194-PA	Msex2.04753-RA	PIERAPT00000012146
3	3	0.694	DPOGS204693-PA	Msex2.03450-RA	PIERAPT00000029540
3	3	0.694	DPOGS207216-PA	Msex2.04691-RA	PIERAPT00000012676
3	3	0.694	DPOGS208896-PA	Msex2.08011-RA	PIERAPT00000004948
3	3	0.694	DPOGS211304-PA	Msex2.05251-RA	PIERAPT00000033626
3	3	0.694	DPOGS211645-PA	Msex2.10344-RC	PIERAPT00000003000
3	3	0.693	DPOGS203990-PA	Msex2.02065-RA	PIERAPT00000024951
3	3	0.693	DPOGS204993-PA	Msex2.08267-RC	PIERAPT00000019406
3	3	0.693	DPOGS206929-PA	Msex2.05065-RA	PIERAPT00000020606
3	3	0.693	DPOGS215960-PA	Msex2.10487-RA	PIERAPT00000014526
3	3	0.692	DPOGS202940-PA	Msex2.13509-RA	PIERAPT00000023808
3	3	0.692	DPOGS206920-PA	Msex2.05095-RA	PIERAPT00000015745
3	3	0.692	DPOGS210582-PA	Msex2.04286-RA	PIERAPT00000004446
3	3	0.692	DPOGS210802-PA	Msex2.04656-RB	PIERAPT00000025853
3	3	0.692	DPOGS211854-PA	Msex2.13880-RA	PIERAPT00000015089
3	3	0.692	DPOGS212604-PA	Msex2.10955-RA	PIERAPT00000013273
3	3	0.692	DPOGS214637-PA	Msex2.13609-RA	PIERAPT00000005176
3	3	0.692	DPOGS215643-PA	Msex2.05462-RC	PIERAPT00000010386
3	3	0.691	DPOGS201096-PA	Msex2.06468-RA	PIERAPT00000016733
3	3	0.691	DPOGS201131-PA	Msex2.10755-RA	PIERAPT00000017472
3	3	0.691	DPOGS203308-PA	Msex2.05998-RB	PIERAPT00000005691
3	3	0.691	DPOGS203697-PA	Msex2.00206-RA	PIERAPT00000025996
3	3	0.691	DPOGS208268-PA	Msex2.00784-RA	PIERAPT00000022976
3	3	0.691	DPOGS209385-PA	Msex2.09710-RA	PIERAPT00000022803
3	3	0.691	DPOGS209780-PA	Msex2.02766-RB	PIERAPT00000017871
3	3	0.691	DPOGS211531-PA	Msex2.10789-RA	PIERAPT00000030140
3	3	0.691	DPOGS212593-PA	Msex2.02932-RA	PIERAPT00000003848
3	3	0.69	DPOGS201276-PA	Msex2.12593-RA	PIERAPT00000030878
3	3	0.69	DPOGS202271-PA	Msex2.12032-RA	PIERAPT00000010839
3	3	0.69	DPOGS203765-PA	Msex2.09436-RB	PIERAPT00000005823
3	3	0.69	DPOGS209267-PA	Msex2.02730-RB	PIERAPT00000033702
3	3	0.69	DPOGS210436-PA	Msex2.08736-RB	PIERAPT00000000661
3	3	0.689	DPOGS200850-PA	Msex2.08227-RA	PIERAPT00000035288
3	3	0.689	DPOGS201483-PA	Msex2.03913-RA	PIERAPT00000029454
3	3	0.689	DPOGS204756-PA	Msex2.09146-RA	PIERAPT00000014321
3	3	0.689	DPOGS204864-PA	Msex2.01065-RB	PIERAPT00000005449
3	3	0.689	DPOGS208023-PA	Msex2.04641-RA	PIERAPT00000017143
3	3	0.689	DPOGS208998-PA	Msex2.00657-RA	PIERAPT00000010376
3	3	0.688	DPOGS201942-PA	Msex2.03480-RA	PIERAPT00000032612
3	3	0.688	DPOGS205477-PA	Msex2.08462-RA	PIERAPT00000034516
3	3	0.688	DPOGS205937-PA	Msex2.12081-RA	PIERAPT00000021311
3	3	0.688	DPOGS206493-PA	Msex2.02898-RA	PIERAPT00000025213
3	3	0.688	DPOGS213633-PA	Msex2.10135-RE	PIERAPT00000032593
3	3	0.688	DPOGS215034-PA	Msex2.03539-RA	PIERAPT00000009941
3	3	0.687	DPOGS207463-PA	Msex2.12883-RA	PIERAPT00000035794
3	3	0.687	DPOGS207768-PA	Msex2.06651-RC	PIERAPT00000006634
3	3	0.687	DPOGS209747-PA	Msex2.06056-RA	PIERAPT00000015442
3	3	0.687	DPOGS210285-PA	Msex2.04947-RD	PIERAPT00000003651
3	3	0.687	DPOGS211882-PA	Msex2.12109-RB	PIERAPT00000026597
3	3	0.687	DPOGS216121-PA	Msex2.11536-RA	PIERAPT00000031496
3	3	0.686	DPOGS200536-PA	Msex2.13452-RA	PIERAPT00000032977
3	3	0.686	DPOGS207895-PA	Msex2.00485-RA	PIERAPT00000019116
3	3	0.686	DPOGS208796-PA	Msex2.04869-RA	PIERAPT00000022599
3	3	0.686	DPOGS213689-PA	Msex2.08356-RA	PIERAPT00000018644
