"TranscriptID","GeneID","GeneName"
"PIERAPT00000001098","PIERAPG00000000468","CG9286"
"PIERAPT00000001099","PIERAPG00000000469","NPY2R_2"
"PIERAPT00000001101","PIERAPG00000000470","Gyc88E"
"PIERAPT00000001103","PIERAPG00000000471","Tret1_3"
"PIERAPT00000001106","PIERAPG00000000472","gba-3gba-4"
"PIERAPT00000001108","PIERAPG00000000473","G114126"
"PIERAPT00000001109","PIERAPG00000000474","RGN"
"PIERAPT00000001110","PIERAPG00000000475","G103844"
"PIERAPT00000001111","PIERAPG00000000476","recR"
"PIERAPT00000001112","PIERAPG00000000477","TTC16"
"PIERAPT00000001114","PIERAPG00000000478","pdhb-1"
"PIERAPT00000001115","PIERAPG00000000479","Gr64f"
"PIERAPT00000001116","PIERAPG00000000480","C05D11.9"
"PIERAPT00000001117","PIERAPG00000000481","murC_2"
"PIERAPT00000001118","PIERAPG00000000482","Cldn23"
"PIERAPT00000001119","PIERAPG00000000483","fadD30Os10g0330600"
"PIERAPT00000001121","PIERAPG00000000484","MAMDC4"
"PIERAPT00000001138","PIERAPG00000000485","BAZ2B"
"PIERAPT00000001157","PIERAPG00000000486","disco"
"PIERAPT00000001159","PIERAPG00000000487","nrf-6"
"PIERAPT00000001160","PIERAPG00000000488","trr"
"PIERAPT00000001165","PIERAPG00000000489","TXN2"
"PIERAPT00000001167","PIERAPG00000000490","NATT4"
"PIERAPT00000001168","PIERAPG00000000491","SH1215"
"PIERAPT00000001172","PIERAPG00000000492","snk"
"PIERAPT00000001174","PIERAPG00000000493","CATL"
"PIERAPT00000001175","PIERAPG00000000494","ileS"
"PIERAPT00000001178","PIERAPG00000000495","Tssk2Tssk4"
"PIERAPT00000001179","PIERAPG00000000496","Dock7"
"PIERAPT00000001180","PIERAPG00000000497","sat"
"PIERAPT00000001181","PIERAPG00000000498","FAM195A"
"PIERAPT00000001182","PIERAPG00000000499","atpA"
"PIERAPT00000001183","PIERAPG00000000500","G107929"
"PIERAPT00000001184","PIERAPG00000000501","pkbA"
"PIERAPT00000001188","PIERAPG00000000502","Spag4"
"PIERAPT00000001189","PIERAPG00000000503","TBX1"
"PIERAPT00000001190","PIERAPG00000000504","PyK"
"PIERAPT00000001196","PIERAPG00000000505","slc25a35"
"PIERAPT00000001201","PIERAPG00000000506","PebIII_2"
"PIERAPT00000001202","PIERAPG00000000507","Sh2b2"
"PIERAPT00000001204","PIERAPG00000000508","Gp1ba"
"PIERAPT00000001205","PIERAPG00000000509","Hibadh"
"PIERAPT00000001207","PIERAPG00000000510","to"
"PIERAPT00000001208","PIERAPG00000000511","hslU"
"PIERAPT00000001209","PIERAPG00000000512","Sb"
"PIERAPT00000001210","PIERAPG00000000513","Ras85D"
"PIERAPT00000001212","PIERAPG00000000514","MAN2C1"
"PIERAPT00000001213","PIERAPG00000000515","ORF2"
"PIERAPT00000001215","PIERAPG00000000516","KDELC1"
"PIERAPT00000001218","PIERAPG00000000517","alg44speH"
"PIERAPT00000001220","PIERAPG00000000518","Edg84A_2"
"PIERAPT00000001221","PIERAPG00000000519","Ttc21b_2"
"PIERAPT00000001222","PIERAPG00000000520","Ddx1_2"
"PIERAPT00000001224","PIERAPG00000000521","truB"
"PIERAPT00000001226","PIERAPG00000000522","Coq3"
"PIERAPT00000001227","PIERAPG00000000523","TRYP1AAEL013712"
"PIERAPT00000001231","PIERAPG00000000524","psmB5"
"PIERAPT00000001232","PIERAPG00000000525","Lar"
"PIERAPT00000001234","PIERAPG00000000526","litaf"
"PIERAPT00000001236","PIERAPG00000000527","fbxl15"
"PIERAPT00000001237","PIERAPG00000000528","menD"
"PIERAPT00000001238","PIERAPG00000000529","MED4"
"PIERAPT00000001240","PIERAPG00000000530","Sptan1"
"PIERAPT00000001242","PIERAPG00000000531","ADARB2"
"PIERAPT00000001247","PIERAPG00000000532","G103441"
"PIERAPT00000001270","PIERAPG00000000533","DysZAN"
"PIERAPT00000001271","PIERAPG00000000534","CU03"
"PIERAPT00000001272","PIERAPG00000000535","Vinc"
"PIERAPT00000001273","PIERAPG00000000536","Neto2unc-84"
"PIERAPT00000001276","PIERAPG00000000537","pnr"
"PIERAPT00000001278","PIERAPG00000000538","G112437"
"PIERAPT00000001279","PIERAPG00000000539","PRKDC"
"PIERAPT00000001281","PIERAPG00000000540","TRYP1"
"PIERAPT00000001282","PIERAPG00000000541","Cpa2"
"PIERAPT00000001283","PIERAPG00000000542","PAQR4"
"PIERAPT00000001285","PIERAPG00000000543","CA10"
"PIERAPT00000001288","PIERAPG00000000544","ZFAND5"
"PIERAPT00000001289","PIERAPG00000000545","MYO18A"
"PIERAPT00000001290","PIERAPG00000000546","ispH"
"PIERAPT00000001292","PIERAPG00000000547","DOLPP1PUT4"
"PIERAPT00000001294","PIERAPG00000000548","BURP10"
"PIERAPT00000001295","PIERAPG00000000549","PI3K2"
"PIERAPT00000001296","PIERAPG00000000550","GKN1"
"PIERAPT00000001298","PIERAPG00000000551","ywrD"
"PIERAPT00000001300","PIERAPG00000000552","APMAP"
"PIERAPT00000001303","PIERAPG00000000553","srb8"
"PIERAPT00000001304","PIERAPG00000000554","RDRP_2"
"PIERAPT00000001305","PIERAPG00000000555","3GGT"
"PIERAPT00000001306","PIERAPG00000000556","AK3"
"PIERAPT00000001309","PIERAPG00000000557","MYRO1_3"
"PIERAPT00000001311","PIERAPG00000000558","R102.4"
"PIERAPT00000001313","PIERAPG00000000559","slc36a4_2"
"PIERAPT00000001321","PIERAPG00000000560","ALG8"
"PIERAPT00000001322","PIERAPG00000000561","Abp1"
"PIERAPT00000001325","PIERAPG00000000562","Aper1rhgA"
"PIERAPT00000001330","PIERAPG00000000563","akr2e"
"PIERAPT00000001333","PIERAPG00000000564","Prkag2"
"PIERAPT00000001337","PIERAPG00000000565","infB"
"PIERAPT00000001338","PIERAPG00000000566","pdhB"
"PIERAPT00000001339","PIERAPG00000000567","G112932"
"PIERAPT00000001340","PIERAPG00000000568","OSBPL8"
"PIERAPT00000001341","PIERAPG00000000569","atg101"
"PIERAPT00000001342","PIERAPG00000000570","SEP15"
"PIERAPT00000001343","PIERAPG00000000571","MRPS34"
"PIERAPT00000001345","PIERAPG00000000572","COL6A2COL6A3COL6A5"
"PIERAPT00000001347","PIERAPG00000000573","araA2"
"PIERAPT00000001348","PIERAPG00000000574","mRpL33"
"PIERAPT00000001349","PIERAPG00000000575","Rtn4rl2"
"PIERAPT00000001351","PIERAPG00000000576","anon-3B1.2"
"PIERAPT00000001353","PIERAPG00000000577","Ddx56"
"PIERAPT00000001363","PIERAPG00000000578","G105382"
"PIERAPT00000001364","PIERAPG00000000579","Cdca3"
"PIERAPT00000001366","PIERAPG00000000580","Jph3"
"PIERAPT00000001370","PIERAPG00000000581","nell2NELL1"
"PIERAPT00000001382","PIERAPG00000000582","CG12034"
"PIERAPT00000001383","PIERAPG00000000583","copY"
"PIERAPT00000001384","PIERAPG00000000584","hisZ"
"PIERAPT00000001386","PIERAPG00000000585","CERS6"
"PIERAPT00000001388","PIERAPG00000000586","LystcomA"
"PIERAPT00000001389","PIERAPG00000000587","TRIM45"
"PIERAPT00000001390","PIERAPG00000000588","G104548"
"PIERAPT00000001391","PIERAPG00000000589","gfod1"
"PIERAPT00000001392","PIERAPG00000000590","ATPsyn-d"
"PIERAPT00000001393","PIERAPG00000000591","G107797"
"PIERAPT00000001395","PIERAPG00000000592","PRKC2"
"PIERAPT00000001396","PIERAPG00000000593","CG1785"
"PIERAPT00000001398","PIERAPG00000000594","grh"
"PIERAPT00000001402","PIERAPG00000000595","G105554"
"PIERAPT00000001403","PIERAPG00000000596","SMURF2"
"PIERAPT00000001405","PIERAPG00000000597","Amt"
"PIERAPT00000001406","PIERAPG00000000598","GTSF1"
"PIERAPT00000001407","PIERAPG00000000599","ANKFY1"
"PIERAPT00000001408","PIERAPG00000000600","Sb_2"
"PIERAPT00000001410","PIERAPG00000000601","KLF10"
"PIERAPT00000001411","PIERAPG00000000602","ACES"
"PIERAPT00000001412","PIERAPG00000000603","SRP72"
"PIERAPT00000001413","PIERAPG00000000604","Vamp7"
"PIERAPT00000001414","PIERAPG00000000605","G102067"
"PIERAPT00000001416","PIERAPG00000000606","ydgI"
"PIERAPT00000001417","PIERAPG00000000607","gsiA"
"PIERAPT00000001419","PIERAPG00000000608","PA1"
"PIERAPT00000001420","PIERAPG00000000609","rpsC"
"PIERAPT00000001421","PIERAPG00000000610","Wbp2WBP2NL"
"PIERAPT00000001425","PIERAPG00000000611","TMEM110"
"PIERAPT00000001428","PIERAPG00000000612","PPIEcyp33"
"PIERAPT00000001429","PIERAPG00000000613","Obp68"
"PIERAPT00000001430","PIERAPG00000000614","UQCRFS1"
"PIERAPT00000001431","PIERAPG00000000615","SULT1E1"
"PIERAPT00000001434","PIERAPG00000000616","arhgap21-barhgap21"
"PIERAPT00000001453","PIERAPG00000000617","Orct2_2"
"PIERAPT00000001455","PIERAPG00000000618","sseD"
"PIERAPT00000001459","PIERAPG00000000619","MEGF11"
"PIERAPT00000001460","PIERAPG00000000620","VN46"
"PIERAPT00000001462","PIERAPG00000000621","TRYP"
"PIERAPT00000001464","PIERAPG00000000622","FAM213B"
"PIERAPT00000001465","PIERAPG00000000623","dus2"
"PIERAPT00000001467","PIERAPG00000000624","Dcakd"
"PIERAPT00000001477","PIERAPG00000000625","Slc41a2"
"PIERAPT00000001483","PIERAPG00000000626","VLDLR"
"PIERAPT00000001492","PIERAPG00000000627","ERT1"
"PIERAPT00000001493","PIERAPG00000000628","PPP2R3B"
"PIERAPT00000001494","PIERAPG00000000629","Ckap5"
"PIERAPT00000001496","PIERAPG00000000630","ube3b"
"PIERAPT00000001498","PIERAPG00000000631","glmU"
"PIERAPT00000001499","PIERAPG00000000632","MAP3K7"
"PIERAPT00000001500","PIERAPG00000000633","porin"
"PIERAPT00000001501","PIERAPG00000000634","POMP"
"PIERAPT00000001502","PIERAPG00000000635","cbiD"
"PIERAPT00000001503","PIERAPG00000000636","G104522"
"PIERAPT00000001517","PIERAPG00000000637","RALGAPB"
"PIERAPT00000001520","PIERAPG00000000638","BLMH"
"PIERAPT00000001522","PIERAPG00000000639","Cox7c"
"PIERAPT00000001523","PIERAPG00000000640","G111348"
"PIERAPT00000001524","PIERAPG00000000641","YCS4"
"PIERAPT00000001525","PIERAPG00000000642","Ndnf"
"PIERAPT00000001526","PIERAPG00000000643","chchd4"
"PIERAPT00000001527","PIERAPG00000000644","Fam151a"
"PIERAPT00000001528","PIERAPG00000000645","mam1"
"PIERAPT00000001529","PIERAPG00000000646","Cyp4d2"
"PIERAPT00000001531","PIERAPG00000000647","SERO"
"PIERAPT00000001534","PIERAPG00000000648","Taf4"
"PIERAPT00000001535","PIERAPG00000000649","sass6"
"PIERAPT00000001541","PIERAPG00000000650","Eif4g3SULF1CD4A"
"PIERAPT00000001543","PIERAPG00000000651","Sulf1"
"PIERAPT00000001545","PIERAPG00000000652","OSBPL1A"
"PIERAPT00000001547","PIERAPG00000000653","Lonp1Lon"
"PIERAPT00000001556","PIERAPG00000000654","PRSS55"
"PIERAPT00000001557","PIERAPG00000000655","AAEL009908"
"PIERAPT00000001560","PIERAPG00000000656","Sv2c"
"PIERAPT00000001561","PIERAPG00000000657","Spef2"
"PIERAPT00000001562","PIERAPG00000000658","Dscam2"
"PIERAPT00000001565","PIERAPG00000000659","FASN_2"
"PIERAPT00000001567","PIERAPG00000000660","Nphs1"
"PIERAPT00000001568","PIERAPG00000000661","run"
"PIERAPT00000001569","PIERAPG00000000662","cdhE1"
"PIERAPT00000001570","PIERAPG00000000663","Optix"
"PIERAPT00000001573","PIERAPG00000000664","ZAN_2"
"PIERAPT00000001584","PIERAPG00000000665","msta"
"PIERAPT00000001585","PIERAPG00000000666","serSL"
"PIERAPT00000001588","PIERAPG00000000667","SEC31"
"PIERAPT00000001589","PIERAPG00000000668","aurka-a"
"PIERAPT00000001592","PIERAPG00000000669","znf423bab2"
"PIERAPT00000001593","PIERAPG00000000670","Vps13c"
"PIERAPT00000001594","PIERAPG00000000671","prsA"
"PIERAPT00000001595","PIERAPG00000000672","Mcm10"
"PIERAPT00000001597","PIERAPG00000000673","Wbscr16"
"PIERAPT00000001598","PIERAPG00000000674","Polr1c"
"PIERAPT00000001599","PIERAPG00000000675","SLC2A3"
"PIERAPT00000001601","PIERAPG00000000676","G100733"
"PIERAPT00000001602","PIERAPG00000000677","PARS2"
"PIERAPT00000001603","PIERAPG00000000678","Gas1"
"PIERAPT00000001604","PIERAPG00000000679","Lip3_2"
"PIERAPT00000001605","PIERAPG00000000680","PEX11G"
"PIERAPT00000001606","PIERAPG00000000681","ttcA"
"PIERAPT00000001608","PIERAPG00000000682","ypsC"
"PIERAPT00000001609","PIERAPG00000000683","MAP3K9"
"PIERAPT00000001610","PIERAPG00000000684","TSG101"
"PIERAPT00000001612","PIERAPG00000000685","ci"
"PIERAPT00000001616","PIERAPG00000000686","neurl4"
"PIERAPT00000001617","PIERAPG00000000687","cah-2"
"PIERAPT00000001618","PIERAPG00000000688","MCM8"
"PIERAPT00000001619","PIERAPG00000000689","ykpA"
"PIERAPT00000001620","PIERAPG00000000690","shc1"
"PIERAPT00000001621","PIERAPG00000000691","PAT20"
"PIERAPT00000001640","PIERAPG00000000692","AQR"
"PIERAPT00000001651","PIERAPG00000000693","DLG5"
"PIERAPT00000001656","PIERAPG00000000694","fam92a1fam92a1-aTFC4"
"PIERAPT00000001661","PIERAPG00000000695","GA14587"
"PIERAPT00000001662","PIERAPG00000000696","G113844"
"PIERAPT00000001664","PIERAPG00000000697","IQCG"
"PIERAPT00000001666","PIERAPG00000000698","ZG57ZNF771ZNF316"
"PIERAPT00000001670","PIERAPG00000000699","OCA5sppA"
"PIERAPT00000001671","PIERAPG00000000700","efg1"
"PIERAPT00000001672","PIERAPG00000000701","maf"
"PIERAPT00000001676","PIERAPG00000000702","Grik2GRIK4"
"PIERAPT00000001678","PIERAPG00000000703","G103274"
"PIERAPT00000001680","PIERAPG00000000704","CG5235"
"PIERAPT00000001686","PIERAPG00000000705","CNGA3"
"PIERAPT00000001689","PIERAPG00000000706","Grid1rpb-2GLR2.9Gria3"
"PIERAPT00000001694","PIERAPG00000000707","9PNLIPRP2"
"PIERAPT00000001696","PIERAPG00000000708","PLAA"
"PIERAPT00000001699","PIERAPG00000000709","Pla2g6"
"PIERAPT00000001700","PIERAPG00000000710","akr2e_2"
"PIERAPT00000001702","PIERAPG00000000711","gemin2"
"PIERAPT00000001708","PIERAPG00000000712","MYBL1B4GALT1"
"PIERAPT00000001710","PIERAPG00000000713","rpsI"
"PIERAPT00000001711","PIERAPG00000000714","TFPI"
"PIERAPT00000001712","PIERAPG00000000715","BDH1"
"PIERAPT00000001714","PIERAPG00000000716","Rab39a"
"PIERAPT00000001715","PIERAPG00000000717","nrf-6_2"
"PIERAPT00000001716","PIERAPG00000000718","RAE1"
"PIERAPT00000001717","PIERAPG00000000719","ostc-b"
"PIERAPT00000001718","PIERAPG00000000720","rbck1"
"PIERAPT00000001719","PIERAPG00000000721","ISPA"
"PIERAPT00000001724","PIERAPG00000000722","Cdan1"
"PIERAPT00000001727","PIERAPG00000000723","p38b"
"PIERAPT00000001729","PIERAPG00000000724","SART1"
"PIERAPT00000001731","PIERAPG00000000725","Cha"
"PIERAPT00000001732","PIERAPG00000000726","coaW"
"PIERAPT00000001735","PIERAPG00000000727","SERAACH2"
"PIERAPT00000001737","PIERAPG00000000728","FRMD8"
"PIERAPT00000001740","PIERAPG00000000729","Klhl29"
"PIERAPT00000001742","PIERAPG00000000730","lcp"
"PIERAPT00000001745","PIERAPG00000000731","G104355"
"PIERAPT00000001748","PIERAPG00000000732","LSAMP"
"PIERAPT00000001749","PIERAPG00000000733","purDHdac6"
"PIERAPT00000001756","PIERAPG00000000734","SMG7"
"PIERAPT00000001759","PIERAPG00000000735","hemL1"
"PIERAPT00000001761","PIERAPG00000000736","SIK2"
"PIERAPT00000001769","PIERAPG00000000737","Tra2b"
"PIERAPT00000001775","PIERAPG00000000738","ttm50"
"PIERAPT00000001778","PIERAPG00000000739","ref(2)P"
"PIERAPT00000001779","PIERAPG00000000740","KY"
"PIERAPT00000001781","PIERAPG00000000741","CDKL2"
"PIERAPT00000001782","PIERAPG00000000742","nas-17nas-13"
"PIERAPT00000001788","PIERAPG00000000743","Sufu"
"PIERAPT00000001789","PIERAPG00000000744","SPCC31H12.03c"
"PIERAPT00000001790","PIERAPG00000000745","soj"
"PIERAPT00000001791","PIERAPG00000000746","VTA1"
"PIERAPT00000001793","PIERAPG00000000747","nrdH"
"PIERAPT00000001794","PIERAPG00000000748","Sas10"
"PIERAPT00000001795","PIERAPG00000000749","SPATA9"
"PIERAPT00000001796","PIERAPG00000000750","Cadm2"
"PIERAPT00000001799","PIERAPG00000000751","Ube4b"
"PIERAPT00000001803","PIERAPG00000000752","Brca2"
"PIERAPT00000001806","PIERAPG00000000753","SP34"
"PIERAPT00000001809","PIERAPG00000000754","NAAT1"
"PIERAPT00000001810","PIERAPG00000000755","Ccdc90b"
"PIERAPT00000001811","PIERAPG00000000756","Thap2"
"PIERAPT00000001813","PIERAPG00000000757","G110116"
"PIERAPT00000001814","PIERAPG00000000758","uxaB"
"PIERAPT00000001815","PIERAPG00000000759","NVL"
"PIERAPT00000001816","PIERAPG00000000760","LIPI"
"PIERAPT00000001817","PIERAPG00000000761","GBA"
"PIERAPT00000001818","PIERAPG00000000762","G114351"
"PIERAPT00000001819","PIERAPG00000000763","DEPDC5"
"PIERAPT00000001831","PIERAPG00000000764","Il31OGFOD1"
"PIERAPT00000001832","PIERAPG00000000765","CBX7"
"PIERAPT00000001833","PIERAPG00000000766","TRAPPC2L"
"PIERAPT00000001834","PIERAPG00000000767","cbfa2t2"
"PIERAPT00000001835","PIERAPG00000000768","G113768"
"PIERAPT00000001837","PIERAPG00000000769","TRF"
"PIERAPT00000001840","PIERAPG00000000770","lolal"
"PIERAPT00000001842","PIERAPG00000000771","Nup153"
"PIERAPT00000001848","PIERAPG00000000772","LanA"
"PIERAPT00000001853","PIERAPG00000000773","DDX43"
"PIERAPT00000001855","PIERAPG00000000774","G110227"
"PIERAPT00000001861","PIERAPG00000000775","RpL40"
"PIERAPT00000001864","PIERAPG00000000776","Foxn3clpX"
"PIERAPT00000001865","PIERAPG00000000777","APLP"
"PIERAPT00000001866","PIERAPG00000000778","murG"
"PIERAPT00000001869","PIERAPG00000000779","eepd1"
"PIERAPT00000001871","PIERAPG00000000780","CG12018"
"PIERAPT00000001872","PIERAPG00000000781","def"
"PIERAPT00000001875","PIERAPG00000000782","Polb"
"PIERAPT00000001877","PIERAPG00000000783","TRV"
"PIERAPT00000001878","PIERAPG00000000784","Ndufb11"
"PIERAPT00000001880","PIERAPG00000000785","KCNJ2irk-1"
"PIERAPT00000001882","PIERAPG00000000786","HPS4"
"PIERAPT00000001894","PIERAPG00000000787","Crebbp"
"PIERAPT00000001898","PIERAPG00000000788","sec31a"
"PIERAPT00000001905","PIERAPG00000000789","TRYP2"
"PIERAPT00000001906","PIERAPG00000000790","SLC36A2"
"PIERAPT00000001908","PIERAPG00000000791","ARMC3"
"PIERAPT00000001909","PIERAPG00000000792","ACTR6"
"PIERAPT00000001911","PIERAPG00000000793","G101823"
"PIERAPT00000001920","PIERAPG00000000794","tal1"
"PIERAPT00000001924","PIERAPG00000000795","MT-ND4L"
"PIERAPT00000001927","PIERAPG00000000796","B1"
"PIERAPT00000001931","PIERAPG00000000797","PTGR1"
"PIERAPT00000001932","PIERAPG00000000798","tw"
"PIERAPT00000001934","PIERAPG00000000799","ESTE"
"PIERAPT00000001937","PIERAPG00000000800","G107976"
"PIERAPT00000001939","PIERAPG00000000801","Kibra"
"PIERAPT00000001941","PIERAPG00000000802","Exosc5"
"PIERAPT00000001942","PIERAPG00000000803","SLC22A8"
"PIERAPT00000001943","PIERAPG00000000804","VAV3"
"PIERAPT00000001944","PIERAPG00000000805","BUG1Ate1"
"PIERAPT00000001946","PIERAPG00000000806","TMEM60"
"PIERAPT00000001947","PIERAPG00000000807","TGMH"
"PIERAPT00000001948","PIERAPG00000000808","PARP1"
"PIERAPT00000001949","PIERAPG00000000809","G113979"
"PIERAPT00000001955","PIERAPG00000000810","CFAP57"
"PIERAPT00000001957","PIERAPG00000000811","TBC1D16"
"PIERAPT00000001958","PIERAPG00000000812","GCAT"
"PIERAPT00000001963","PIERAPG00000000813","pdcd10"
"PIERAPT00000001964","PIERAPG00000000814","G100142"
"PIERAPT00000001965","PIERAPG00000000815","Ndufa4"
"PIERAPT00000001966","PIERAPG00000000816","Slh"
"PIERAPT00000001968","PIERAPG00000000817","cnnm4"
"PIERAPT00000001969","PIERAPG00000000818","LGR4"
"PIERAPT00000001971","PIERAPG00000000819","v1g238755"
"PIERAPT00000001978","PIERAPG00000000820","G104375"
"PIERAPT00000001979","PIERAPG00000000821","SEC24"
"PIERAPT00000001980","PIERAPG00000000822","G100724"
"PIERAPT00000001981","PIERAPG00000000823","G100649"
"PIERAPT00000001982","PIERAPG00000000824","ufl-1"
"PIERAPT00000001983","PIERAPG00000000825","AtpalphaAT1B"
"PIERAPT00000001985","PIERAPG00000000826","nipblb"
"PIERAPT00000001986","PIERAPG00000000827","COX5B"
"PIERAPT00000001989","PIERAPG00000000828","LA"
"PIERAPT00000001990","PIERAPG00000000829","Nsun2"
"PIERAPT00000001991","PIERAPG00000000830","CBPB"
"PIERAPT00000001993","PIERAPG00000000831","RGS7"
"PIERAPT00000001995","PIERAPG00000000832","Tret1_4"
"PIERAPT00000001997","PIERAPG00000000833","SCARB1"
"PIERAPT00000001999","PIERAPG00000000834","Gld_3"
"PIERAPT00000002000","PIERAPG00000000835","G106195"
"PIERAPT00000002001","PIERAPG00000000836","kraken"
"PIERAPT00000002003","PIERAPG00000000837","ninaB"
"PIERAPT00000002006","PIERAPG00000000838","ftsK"
"PIERAPT00000002007","PIERAPG00000000839","uba2"
"PIERAPT00000002009","PIERAPG00000000840","CD109"
"PIERAPT00000002011","PIERAPG00000000841","Wnt6"
"PIERAPT00000002016","PIERAPG00000000842","Actn"
"PIERAPT00000002019","PIERAPG00000000843","CEP104"
"PIERAPT00000002020","PIERAPG00000000844","Crbn"
"PIERAPT00000002024","PIERAPG00000000845","NCOA6"
"PIERAPT00000002028","PIERAPG00000000846","TLR6IGFALS"
"PIERAPT00000002030","PIERAPG00000000847","SEC3"
"PIERAPT00000002031","PIERAPG00000000848","Ppcdc"
"PIERAPT00000002033","PIERAPG00000000849","SERPINB14B"
"PIERAPT00000002034","PIERAPG00000000850","Ccp84Ab_2"
"PIERAPT00000002037","PIERAPG00000000851","FR"
"PIERAPT00000002039","PIERAPG00000000852","VPS13C"
"PIERAPT00000002040","PIERAPG00000000853","adck4"
"PIERAPT00000002041","PIERAPG00000000854","SLD"
"PIERAPT00000002042","PIERAPG00000000855","G105733"
"PIERAPT00000002044","PIERAPG00000000856","foi"
"PIERAPT00000002047","PIERAPG00000000857","spsK"
"PIERAPT00000002048","PIERAPG00000000858","FAM172A"
"PIERAPT00000002049","PIERAPG00000000859","rergl"
"PIERAPT00000002051","PIERAPG00000000860","ARMC2"
"PIERAPT00000002052","PIERAPG00000000861","FAN1"
"PIERAPT00000002053","PIERAPG00000000862","DHFR"
"PIERAPT00000002058","PIERAPG00000000863","CG7766"
"PIERAPT00000002062","PIERAPG00000000864","cinB"
"PIERAPT00000002063","PIERAPG00000000865","IGFALS"
"PIERAPT00000002064","PIERAPG00000000866","g34"
"PIERAPT00000002065","PIERAPG00000000867","Mpp6"
"PIERAPT00000002066","PIERAPG00000000868","Col27a1"
"PIERAPT00000002072","PIERAPG00000000869","ASLargx"
"PIERAPT00000002073","PIERAPG00000000870","AKH"
"PIERAPT00000002074","PIERAPG00000000871","Cct7"
"PIERAPT00000002077","PIERAPG00000000872","ME1_2"
"PIERAPT00000002078","PIERAPG00000000873","MFB2_2"
"PIERAPT00000002079","PIERAPG00000000874","CMIP"
"PIERAPT00000002080","PIERAPG00000000875","exo70"
"PIERAPT00000002091","PIERAPG00000000876","F56F10.1"
"PIERAPT00000002095","PIERAPG00000000877","TRF_2"
"PIERAPT00000002097","PIERAPG00000000878","RhoL"
"PIERAPT00000002098","PIERAPG00000000879","FAM154B"
"PIERAPT00000002099","PIERAPG00000000880","CU08"
"PIERAPT00000002100","PIERAPG00000000881","Ddc"
"PIERAPT00000002102","PIERAPG00000000882","Aats-met"
"PIERAPT00000002104","PIERAPG00000000883","MME"
"PIERAPT00000002105","PIERAPG00000000884","MYCBP2"
"PIERAPT00000002106","PIERAPG00000000885","Bcl3"
"PIERAPT00000002107","PIERAPG00000000886","OR6K6"
"PIERAPT00000002108","PIERAPG00000000887","recX"
