"TranscriptID","GeneID","GeneName"
"PIERAPT00000030799","PIERAPG00000012956","XPO5"
"PIERAPT00000030805","PIERAPG00000012957","Ush1c"
"PIERAPT00000030806","PIERAPG00000012958","CUO6_7"
"PIERAPT00000030807","PIERAPG00000012959","RNF212"
"PIERAPT00000030809","PIERAPG00000012960","SAMD15"
"PIERAPT00000030810","PIERAPG00000012961","Rpb10"
"PIERAPT00000030811","PIERAPG00000012962","Myo61F_4"
"PIERAPT00000030812","PIERAPG00000012963","alaS_7"
"PIERAPT00000030813","PIERAPG00000012964","FBXO5"
"PIERAPT00000030814","PIERAPG00000012965","fus"
"PIERAPT00000030815","PIERAPG00000012966","Gld_22"
"PIERAPT00000030816","PIERAPG00000012967","chchd4_3"
"PIERAPT00000030817","PIERAPG00000012968","VA3_2"
"PIERAPT00000030821","PIERAPG00000012969","Ptchd2PROX1"
"PIERAPT00000030823","PIERAPG00000012970","Ces4a_5"
"PIERAPT00000030824","PIERAPG00000012971","PCBP3"
"PIERAPT00000030825","PIERAPG00000012972","NAPG"
"PIERAPT00000030826","PIERAPG00000012973","gprs_3"
"PIERAPT00000030828","PIERAPG00000012974","EFCB"
"PIERAPT00000030829","PIERAPG00000012975","RCOM"
"PIERAPT00000030830","PIERAPG00000012976","GNAO_3"
"PIERAPT00000030831","PIERAPG00000012977","Atoh8"
"PIERAPT00000030832","PIERAPG00000012978","Tcf21_2"
"PIERAPT00000030833","PIERAPG00000012979","dps"
"PIERAPT00000030834","PIERAPG00000012980","unc-119"
"PIERAPT00000030835","PIERAPG00000012981","Dbp80"
"PIERAPT00000030836","PIERAPG00000012982","CB5-A"
"PIERAPT00000030837","PIERAPG00000012983","CG18437_2"
"PIERAPT00000030840","PIERAPG00000012984","ORFC2atpD"
"PIERAPT00000030841","PIERAPG00000012985","IIV6-235L_3"
"PIERAPT00000030842","PIERAPG00000012986","FIBH"
"PIERAPT00000030843","PIERAPG00000012987","Abra_2"
"PIERAPT00000030845","PIERAPG00000012988","SLC7A9_2"
"PIERAPT00000030849","PIERAPG00000012989","ea_8"
"PIERAPT00000030854","PIERAPG00000012990","BRPF1"
"PIERAPT00000030859","PIERAPG00000012991","CG4341"
"PIERAPT00000030863","PIERAPG00000012992","mth2_4"
"PIERAPT00000030867","PIERAPG00000012993","crt_2"
"PIERAPT00000030870","PIERAPG00000012994","SRL"
"PIERAPT00000030875","PIERAPG00000012995","EcR"
"PIERAPT00000030877","PIERAPG00000012996","MAP2K6"
"PIERAPT00000030878","PIERAPG00000012997","Sergef"
"PIERAPT00000030879","PIERAPG00000012998","Aprt"
"PIERAPT00000030880","PIERAPG00000012999","Actl6a"
"PIERAPT00000030881","PIERAPG00000013000","bglA"
"PIERAPT00000030883","PIERAPG00000013001","Acy1a"
"PIERAPT00000030886","PIERAPG00000013002","fam136a"
"PIERAPT00000030887","PIERAPG00000013003","NDUFB3_3"
"PIERAPT00000030888","PIERAPG00000013004","G114377"
"PIERAPT00000030889","PIERAPG00000013005","G106317"
"PIERAPT00000030890","PIERAPG00000013006","DCTN4"
"PIERAPT00000030891","PIERAPG00000013007","abcb8"
"PIERAPT00000030894","PIERAPG00000013008","ovo"
"PIERAPT00000030900","PIERAPG00000013009","VPS37A"
"PIERAPT00000030903","PIERAPG00000013010","CHMP4A"
"PIERAPT00000030904","PIERAPG00000013011","al"
"PIERAPT00000030906","PIERAPG00000013012","ATPsyn-beta_2"
"PIERAPT00000030913","PIERAPG00000013013","Fan1"
"PIERAPT00000030914","PIERAPG00000013014","CD63_4"
"PIERAPT00000030915","PIERAPG00000013015","fusA_3"
"PIERAPT00000030917","PIERAPG00000013016","Mcrs1"
"PIERAPT00000030918","PIERAPG00000013017","CG18661"
"PIERAPT00000030921","PIERAPG00000013018","ranbp9_2"
"PIERAPT00000030927","PIERAPG00000013019","KLC_3"
"PIERAPT00000030929","PIERAPG00000013020","Glra2_3"
"PIERAPT00000030933","PIERAPG00000013021","rab3gap1"
"PIERAPT00000030934","PIERAPG00000013022","Slitrk2"
"PIERAPT00000030936","PIERAPG00000013023","Gldc"
"PIERAPT00000030938","PIERAPG00000013024","chmp3"
"PIERAPT00000030939","PIERAPG00000013025","Gdh_2"
"PIERAPT00000030940","PIERAPG00000013026","CEACAM4"
"PIERAPT00000030941","PIERAPG00000013027","Aats-cys_2"
"PIERAPT00000030944","PIERAPG00000013028","VSPPAKLKRKLK7"
"PIERAPT00000030948","PIERAPG00000013029","AGAP006187_2"
"PIERAPT00000030949","PIERAPG00000013030","ems"
"PIERAPT00000030950","PIERAPG00000013031","Chtf8"
"PIERAPT00000030952","PIERAPG00000013032","Jrkl_2"
"PIERAPT00000030953","PIERAPG00000013033","G111682"
"PIERAPT00000030954","PIERAPG00000013034","Nurf-38"
"PIERAPT00000030955","PIERAPG00000013035","SLC9A8"
"PIERAPT00000030960","PIERAPG00000013036","JAK2"
"PIERAPT00000030961","PIERAPG00000013037","G105980"
"PIERAPT00000030962","PIERAPG00000013038","noc"
"PIERAPT00000030963","PIERAPG00000013039","efp_3"
"PIERAPT00000030964","PIERAPG00000013040","G106652"
"PIERAPT00000030967","PIERAPG00000013041","HR3"
"PIERAPT00000030975","PIERAPG00000013042","UP7"
"PIERAPT00000030977","PIERAPG00000013043","PEG3sec16"
"PIERAPT00000030979","PIERAPG00000013044","G110690"
"PIERAPT00000030981","PIERAPG00000013045","TTLL2"
"PIERAPT00000030984","PIERAPG00000013046","mpv17l2_2"
"PIERAPT00000030985","PIERAPG00000013047","SNRNP40"
"PIERAPT00000030986","PIERAPG00000013048","ESTJ_7"
"PIERAPT00000030987","PIERAPG00000013049","Sirt6"
"PIERAPT00000030988","PIERAPG00000013050","Tssk2"
"PIERAPT00000030989","PIERAPG00000013051","ddl_2"
"PIERAPT00000030990","PIERAPG00000013052","cta"
"PIERAPT00000030991","PIERAPG00000013053","Mfsd11"
"PIERAPT00000030993","PIERAPG00000013054","Agrn_4"
"PIERAPT00000031000","PIERAPG00000013055","pex16"
"PIERAPT00000031001","PIERAPG00000013056","irk-1"
"PIERAPT00000031002","PIERAPG00000013057","KCP1"
"PIERAPT00000031004","PIERAPG00000013058","ispE_2"
"PIERAPT00000031006","PIERAPG00000013059","infB_20"
"PIERAPT00000031007","PIERAPG00000013060","SPA17"
"PIERAPT00000031008","PIERAPG00000013061","Dpf1Dpf2"
"PIERAPT00000031013","PIERAPG00000013062","HACL1_2"
"PIERAPT00000031022","PIERAPG00000013063","B3GALT5"
"PIERAPT00000031023","PIERAPG00000013064","yihI"
"PIERAPT00000031027","PIERAPG00000013065","Ptpn7"
"PIERAPT00000031031","PIERAPG00000013066","rplB_2"
"PIERAPT00000031032","PIERAPG00000013067","pycB"
"PIERAPT00000031036","PIERAPG00000013068","Lrrc47okr"
"PIERAPT00000031038","PIERAPG00000013069","RpIII128"
"PIERAPT00000031040","PIERAPG00000013070","TSNARE1"
"PIERAPT00000031041","PIERAPG00000013071","Itgbetanu_2"
"PIERAPT00000031042","PIERAPG00000013072","CG8412_2"
"PIERAPT00000031044","PIERAPG00000013073","Cluap1"
"PIERAPT00000031049","PIERAPG00000013074","naa40_2"
"PIERAPT00000031050","PIERAPG00000013075","MFSD6_6"
"PIERAPT00000031051","PIERAPG00000013076","nicK"
"PIERAPT00000031052","PIERAPG00000013077","tw_2"
"PIERAPT00000031055","PIERAPG00000013078","MYNNZnf18AZF1"
"PIERAPT00000031059","PIERAPG00000013079","MTIF3_2"
"PIERAPT00000031060","PIERAPG00000013080","notch1akug"
"PIERAPT00000031063","PIERAPG00000013081","aurka-a_2"
"PIERAPT00000031064","PIERAPG00000013082","efp_4"
"PIERAPT00000031066","PIERAPG00000013083","Tret1Prune2"
"PIERAPT00000031067","PIERAPG00000013084","KANSL2"
"PIERAPT00000031068","PIERAPG00000013085","dexB"
"PIERAPT00000031069","PIERAPG00000013086","Tmprss3"
"PIERAPT00000031070","PIERAPG00000013087","LYS_4"
"PIERAPT00000031072","PIERAPG00000013088","At4g01020"
"PIERAPT00000031083","PIERAPG00000013089","Mllt4"
"PIERAPT00000031084","PIERAPG00000013090","Rbbp6PF11_0240"
"PIERAPT00000031088","PIERAPG00000013091","G105818"
"PIERAPT00000031089","PIERAPG00000013092","olf186-F"
"PIERAPT00000031103","PIERAPG00000013093","F56F10.1_2"
"PIERAPT00000031104","PIERAPG00000013094","G108335"
"PIERAPT00000031106","PIERAPG00000013095","accD"
"PIERAPT00000031107","PIERAPG00000013096","WDR20"
"PIERAPT00000031109","PIERAPG00000013097","ITPKA_2"
"PIERAPT00000031111","PIERAPG00000013098","ZNF17_2"
"PIERAPT00000031112","PIERAPG00000013099","galR"
"PIERAPT00000031113","PIERAPG00000013100","ceh-19"
"PIERAPT00000031114","PIERAPG00000013101","Thap2_2"
"PIERAPT00000031121","PIERAPG00000013102","Tret1_52"
"PIERAPT00000031124","PIERAPG00000013103","mnmEft_2"
"PIERAPT00000031126","PIERAPG00000013104","CG32699"
"PIERAPT00000031128","PIERAPG00000013105","CYP76B1"
"PIERAPT00000031129","PIERAPG00000013106","queA_5"
"PIERAPT00000031130","PIERAPG00000013107","G107669"
"PIERAPT00000031131","PIERAPG00000013108","CLPTM1_2"
"PIERAPT00000031132","PIERAPG00000013109","Minpp1_2"
"PIERAPT00000031135","PIERAPG00000013110","G111162"
"PIERAPT00000031139","PIERAPG00000013111","miaB_3"
"PIERAPT00000031140","PIERAPG00000013112","al_2"
"PIERAPT00000031141","PIERAPG00000013113","FCF1"
"PIERAPT00000031144","PIERAPG00000013114","SPI3Serpinb7"
"PIERAPT00000031145","PIERAPG00000013115","G104311"
"PIERAPT00000031148","PIERAPG00000013116","MYRO1_19"
"PIERAPT00000031150","PIERAPG00000013117","punA"
"PIERAPT00000031152","PIERAPG00000013118","CUL1_3"
"PIERAPT00000031154","PIERAPG00000013119","PUS10"
"PIERAPT00000031155","PIERAPG00000013120","ETL1_2"
"PIERAPT00000031156","PIERAPG00000013121","Nphs1_4"
"PIERAPT00000031158","PIERAPG00000013122","ZNF2"
"PIERAPT00000031160","PIERAPG00000013123","F40A3.3_5"
"PIERAPT00000031165","PIERAPG00000013124","Zfp26_8"
"PIERAPT00000031166","PIERAPG00000013125","kif13"
"PIERAPT00000031167","PIERAPG00000013126","PTCD1_2"
"PIERAPT00000031169","PIERAPG00000013127","CTH1ECU04"
"PIERAPT00000031170","PIERAPG00000013128","gss"
"PIERAPT00000031174","PIERAPG00000013129","lola_2"
"PIERAPT00000031181","PIERAPG00000013130","xseB"
"PIERAPT00000031182","PIERAPG00000013131","G107139"
"PIERAPT00000031183","PIERAPG00000013132","FBXO5_2"
"PIERAPT00000031185","PIERAPG00000013133","Rnf25"
"PIERAPT00000031191","PIERAPG00000013134","Dat_7"
"PIERAPT00000031195","PIERAPG00000013135","PebIII_22"
"PIERAPT00000031196","PIERAPG00000013136","LAZA"
"PIERAPT00000031197","PIERAPG00000013137","capD"
"PIERAPT00000031198","PIERAPG00000013138","mraZ_3"
"PIERAPT00000031202","PIERAPG00000013139","EST6_6"
"PIERAPT00000031203","PIERAPG00000013140","G101253"
"PIERAPT00000031205","PIERAPG00000013141","Arsb_2"
"PIERAPT00000031207","PIERAPG00000013142","RpS24_2"
"PIERAPT00000031208","PIERAPG00000013143","Eml1"
"PIERAPT00000031211","PIERAPG00000013144","lst-4_2"
"PIERAPT00000031212","PIERAPG00000013145","Tret1_53"
"PIERAPT00000031214","PIERAPG00000013146","Sardh"
"PIERAPT00000031216","PIERAPG00000013147","sec-6"
"PIERAPT00000031217","PIERAPG00000013148","CYP4C1_9"
"PIERAPT00000031218","PIERAPG00000013149","HYLS1"
"PIERAPT00000031219","PIERAPG00000013150","Glb1l_2"
"PIERAPT00000031220","PIERAPG00000013151","Rad21"
"PIERAPT00000031221","PIERAPG00000013152","dapBmtd"
"PIERAPT00000031227","PIERAPG00000013153","l(1)G0020"
"PIERAPT00000031234","PIERAPG00000013154","ESPN"
"PIERAPT00000031239","PIERAPG00000013155","Slc5a12"
"PIERAPT00000031242","PIERAPG00000013156","NDUFS7"
"PIERAPT00000031244","PIERAPG00000013157","F26E4.3TINAGL1"
"PIERAPT00000031245","PIERAPG00000013158","r-l"
"PIERAPT00000031246","PIERAPG00000013159","FMRA"
"PIERAPT00000031247","PIERAPG00000013160","GST2_8"
"PIERAPT00000031254","PIERAPG00000013161","gsb-n"
"PIERAPT00000031259","PIERAPG00000013162","march2_3"
"PIERAPT00000031262","PIERAPG00000013163","Gclm"
"PIERAPT00000031264","PIERAPG00000013164","hisA"
"PIERAPT00000031265","PIERAPG00000013165","Mep1a"
"PIERAPT00000031266","PIERAPG00000013166","Sgcb"
"PIERAPT00000031267","PIERAPG00000013167","NOL4LNol4"
"PIERAPT00000031272","PIERAPG00000013168","Insc"
"PIERAPT00000031274","PIERAPG00000013169","artM"
"PIERAPT00000031275","PIERAPG00000013170","RBFOX1"
"PIERAPT00000031276","PIERAPG00000013171","Klc_2"
"PIERAPT00000031277","PIERAPG00000013172","CHIC2"
"PIERAPT00000031278","PIERAPG00000013173","stt3"
"PIERAPT00000031279","PIERAPG00000013174","ZNF362"
"PIERAPT00000031280","PIERAPG00000013175","ZNF569"
"PIERAPT00000031281","PIERAPG00000013176","CG4751"
"PIERAPT00000031282","PIERAPG00000013177","BACOVA"
"PIERAPT00000031283","PIERAPG00000013178","ELAVL2"
"PIERAPT00000031287","PIERAPG00000013179","spsb3"
"PIERAPT00000031288","PIERAPG00000013180","ak1"
"PIERAPT00000031289","PIERAPG00000013181","LYPLA1"
"PIERAPT00000031292","PIERAPG00000013182","GCN1L1"
"PIERAPT00000031298","PIERAPG00000013183","OCT7"
"PIERAPT00000031304","PIERAPG00000013184","Wdfy3"
"PIERAPT00000031325","PIERAPG00000013185","ZBTB40ZNF433"
"PIERAPT00000031326","PIERAPG00000013186","PF1058"
"PIERAPT00000031327","PIERAPG00000013187","R3hcc1l"
"PIERAPT00000031328","PIERAPG00000013188","N_3"
"PIERAPT00000031329","PIERAPG00000013189","MED14_5"
"PIERAPT00000031330","PIERAPG00000013190","CG32795"
"PIERAPT00000031332","PIERAPG00000013191","CUBN_2"
"PIERAPT00000031333","PIERAPG00000013192","Ccp84Ab_17"
"PIERAPT00000031334","PIERAPG00000013193","Dak_4"
"PIERAPT00000031336","PIERAPG00000013194","ECU10_0620_2"
"PIERAPT00000031337","PIERAPG00000013195","pcm1"
"PIERAPT00000031338","PIERAPG00000013196","fbxl15_3"
"PIERAPT00000031339","PIERAPG00000013197","nrnA"
"PIERAPT00000031340","PIERAPG00000013198","Sycp1epi-1"
"PIERAPT00000031343","PIERAPG00000013199","CACNA2D3"
"PIERAPT00000031346","PIERAPG00000013200","Akap10_2"
"PIERAPT00000031347","PIERAPG00000013201","Rbp1"
"PIERAPT00000031357","PIERAPG00000013202","Myt1lMyt1"
"PIERAPT00000031373","PIERAPG00000013203","Ten-a_4"
"PIERAPT00000031383","PIERAPG00000013204","mad2l1-1"
"PIERAPT00000031384","PIERAPG00000013205","CG4038"
"PIERAPT00000031386","PIERAPG00000013206","SRRM2"
"PIERAPT00000031387","PIERAPG00000013207","Ccp84Ab_18"
"PIERAPT00000031388","PIERAPG00000013208","fabG_4"
"PIERAPT00000031395","PIERAPG00000013209","ZCCHC4"
"PIERAPT00000031400","PIERAPG00000013210","hemH2AKR1DEK1"
"PIERAPT00000031402","PIERAPG00000013211","G101250"
"PIERAPT00000031407","PIERAPG00000013212","Gpcpd1"
"PIERAPT00000031413","PIERAPG00000013213","Gabbr1glnE"
"PIERAPT00000031417","PIERAPG00000013214","Erp44_2"
"PIERAPT00000031420","PIERAPG00000013215","MMP1427Rnf17"
"PIERAPT00000031429","PIERAPG00000013216","ddx42_2"
"PIERAPT00000031431","PIERAPG00000013217","TBCK"
"PIERAPT00000031434","PIERAPG00000013218","DYHC_8"
"PIERAPT00000031435","PIERAPG00000013219","Gr2a"
"PIERAPT00000031437","PIERAPG00000013220","ceh-30BARHL1"
"PIERAPT00000031440","PIERAPG00000013221","CVP4LCM"
"PIERAPT00000031441","PIERAPG00000013222","tmem57b"
"PIERAPT00000031443","PIERAPG00000013223","VP1"
"PIERAPT00000031446","PIERAPG00000013224","G103440"
"PIERAPT00000031447","PIERAPG00000013225","ea_9"
"PIERAPT00000031448","PIERAPG00000013226","Rab3_2"
"PIERAPT00000031449","PIERAPG00000013227","mnmG_4"
"PIERAPT00000031450","PIERAPG00000013228","sorA"
"PIERAPT00000031451","PIERAPG00000013229","Os08g0135800_2"
"PIERAPT00000031454","PIERAPG00000013230","Wnt10b"
"PIERAPT00000031457","PIERAPG00000013231","trp"
"PIERAPT00000031461","PIERAPG00000013232","lin-28"
"PIERAPT00000031462","PIERAPG00000013233","SLC7A6OS"
"PIERAPT00000031464","PIERAPG00000013234","B3GALT11"
"PIERAPT00000031465","PIERAPG00000013235","EBNA6"
"PIERAPT00000031466","PIERAPG00000013236","GlcAT-S"
"PIERAPT00000031468","PIERAPG00000013237","G102695"
"PIERAPT00000031469","PIERAPG00000013238","CAPN7_2"
"PIERAPT00000031471","PIERAPG00000013239","trappc13_4"
"PIERAPT00000031473","PIERAPG00000013240","G108433"
"PIERAPT00000031477","PIERAPG00000013241","B1_7"
"PIERAPT00000031480","PIERAPG00000013242","allc"
"PIERAPT00000031491","PIERAPG00000013243","adhRscn4aaolfml2a"
"PIERAPT00000031493","PIERAPG00000013244","Nup98"
"PIERAPT00000031496","PIERAPG00000013245","Dbp45A"
"PIERAPT00000031501","PIERAPG00000013246","BEND6"
"PIERAPT00000031506","PIERAPG00000013247","SERK1Tlr13"
"PIERAPT00000031517","PIERAPG00000013248","MRPL17"
"PIERAPT00000031518","PIERAPG00000013249","NDUFB6_2"
"PIERAPT00000031520","PIERAPG00000013250","Eip71CD_2"
"PIERAPT00000031522","PIERAPG00000013251","cdv3"
"PIERAPT00000031523","PIERAPG00000013252","4CLL2"
"PIERAPT00000031524","PIERAPG00000013253","GPHB5"
"PIERAPT00000031525","PIERAPG00000013254","ERGIC2"
"PIERAPT00000031529","PIERAPG00000013255","JHBP_4"
"PIERAPT00000031535","PIERAPG00000013256","nrf-6_19"
"PIERAPT00000031536","PIERAPG00000013257","Aqp4"
"PIERAPT00000031537","PIERAPG00000013258","G100451"
"PIERAPT00000031538","PIERAPG00000013259","epi-1LAMA2"
"PIERAPT00000031544","PIERAPG00000013260","G109551"
"PIERAPT00000031545","PIERAPG00000013261","TMEM9"
"PIERAPT00000031548","PIERAPG00000013262","COXBURSA331_A2219Gimap1"
"PIERAPT00000031550","PIERAPG00000013263","G101597"
"PIERAPT00000031553","PIERAPG00000013264","PARK7"
"PIERAPT00000031554","PIERAPG00000013265","sec8"
"PIERAPT00000031559","PIERAPG00000013266","MVK_2"
"PIERAPT00000031562","PIERAPG00000013267","HSPG2_2"
"PIERAPT00000031563","PIERAPG00000013268","PebIII_23"
"PIERAPT00000031564","PIERAPG00000013269","Bap60"
"PIERAPT00000031572","PIERAPG00000013270","Ift88"
"PIERAPT00000031573","PIERAPG00000013271","G103803"
"PIERAPT00000031583","PIERAPG00000013272","RSF1GRINAcreB"
"PIERAPT00000031593","PIERAPG00000013273","Wdr19"
"PIERAPT00000031597","PIERAPG00000013274","GPN1"
"PIERAPT00000031600","PIERAPG00000013275","CG5543"
"PIERAPT00000031605","PIERAPG00000013276","yjhB"
"PIERAPT00000031606","PIERAPG00000013277","TMEM167A"
"PIERAPT00000031607","PIERAPG00000013278","Gpr158_3"
"PIERAPT00000031610","PIERAPG00000013279","CG8370_2"
"PIERAPT00000031614","PIERAPG00000013280","Sipa1l1Sipa1l2"
"PIERAPT00000031621","PIERAPG00000013281","Mmel1"
"PIERAPT00000031622","PIERAPG00000013282","SmB"
"PIERAPT00000031625","PIERAPG00000013283","Lancl1Lancl2"
"PIERAPT00000031630","PIERAPG00000013284","HPD_4"
"PIERAPT00000031632","PIERAPG00000013285","CHCB2_6"
"PIERAPT00000031633","PIERAPG00000013286","Herc4_3"
"PIERAPT00000031634","PIERAPG00000013287","PROSC_2"
"PIERAPT00000031635","PIERAPG00000013288","Zfp26_9"
"PIERAPT00000031638","PIERAPG00000013289","Nsun5"
"PIERAPT00000031640","PIERAPG00000013290","G104144"
"PIERAPT00000031643","PIERAPG00000013291","Dscr3_2"
"PIERAPT00000031649","PIERAPG00000013292","AKAP9PCNTLAMA2"
"PIERAPT00000031653","PIERAPG00000013293","UQCRFS1_3"
"PIERAPT00000031654","PIERAPG00000013294","GPR126"
"PIERAPT00000031655","PIERAPG00000013295","htrA"
"PIERAPT00000031656","PIERAPG00000013296","ldhB"
"PIERAPT00000031658","PIERAPG00000013297","ea_10"
"PIERAPT00000031663","PIERAPG00000013298","btuB"
"PIERAPT00000031664","PIERAPG00000013299","CHMP6"
"PIERAPT00000031667","PIERAPG00000013300","Cpn2_2"
"PIERAPT00000031668","PIERAPG00000013301","Usp7_8"
"PIERAPT00000031669","PIERAPG00000013302","SYT1"
"PIERAPT00000031671","PIERAPG00000013303","Bpro"
"PIERAPT00000031672","PIERAPG00000013304","Inos"
"PIERAPT00000031676","PIERAPG00000013305","Ggps1_2"
"PIERAPT00000031677","PIERAPG00000013306","PDIL1-3"
"PIERAPT00000031678","PIERAPG00000013307","M6pr_3"
"PIERAPT00000031680","PIERAPG00000013308","rudhira"
"PIERAPT00000031681","PIERAPG00000013309","CG42342"
"PIERAPT00000031682","PIERAPG00000013310","chiA_2"
"PIERAPT00000031683","PIERAPG00000013311","yars"
"PIERAPT00000031684","PIERAPG00000013312","pxdn"
"PIERAPT00000031685","PIERAPG00000013313","pbpX"
"PIERAPT00000031686","PIERAPG00000013314","Tmem258"
"PIERAPT00000031687","PIERAPG00000013315","aat"
"PIERAPT00000031688","PIERAPG00000013316","G113731"
"PIERAPT00000031689","PIERAPG00000013317","Or67a"
"PIERAPT00000031690","PIERAPG00000013318","Lrrc16a"
"PIERAPT00000031693","PIERAPG00000013319","ABAP1_2"
"PIERAPT00000031694","PIERAPG00000013320","ACHE_3"
"PIERAPT00000031695","PIERAPG00000013321","Itpkb"
"PIERAPT00000031697","PIERAPG00000013322","DNApol-alpha73_2"
"PIERAPT00000031698","PIERAPG00000013323","Gie"
"PIERAPT00000031699","PIERAPG00000013324","Taf10"
"PIERAPT00000031705","PIERAPG00000013325","DENND5B_2"
"PIERAPT00000031706","PIERAPG00000013326","CU198"
"PIERAPT00000031707","PIERAPG00000013327","YC13"
"PIERAPT00000031718","PIERAPG00000013328","Atpalpha_3"
"PIERAPT00000031720","PIERAPG00000013329","xpo7-b"
"PIERAPT00000031722","PIERAPG00000013330","Wnt7b_2"
"PIERAPT00000031723","PIERAPG00000013331","MIMI_R10_2"
"PIERAPT00000031724","PIERAPG00000013332","Ccp84Ab_19"
"PIERAPT00000031725","PIERAPG00000013333","5-HT7_2"
"PIERAPT00000031726","PIERAPG00000013334","CoRest"
"PIERAPT00000031729","PIERAPG00000013335","DOCK11Dock9"
"PIERAPT00000031733","PIERAPG00000013336","TpnC41C_2"
"PIERAPT00000031735","PIERAPG00000013337","IGFALS_8"
"PIERAPT00000031736","PIERAPG00000013338","METTL6"
"PIERAPT00000031737","PIERAPG00000013339","Inpp5j"
"PIERAPT00000031739","PIERAPG00000013340","PebIII_24"
"PIERAPT00000031740","PIERAPG00000013341","cnx-1Canx"
"PIERAPT00000031742","PIERAPG00000013342","G100345"
"PIERAPT00000031743","PIERAPG00000013343","G104750"
"PIERAPT00000031746","PIERAPG00000013344","NAA15_2"
"PIERAPT00000031747","PIERAPG00000013345","G105709"
"PIERAPT00000031749","PIERAPG00000013346","bglH_3"
"PIERAPT00000031750","PIERAPG00000013347","NDUFV2_2"
"PIERAPT00000031751","PIERAPG00000013348","Plscr2"
"PIERAPT00000031752","PIERAPG00000013349","Col11a2"
"PIERAPT00000031756","PIERAPG00000013350","Ift81_2"
"PIERAPT00000031758","PIERAPG00000013351","TRYP_13"
"PIERAPT00000031759","PIERAPG00000013352","CLINT1"
"PIERAPT00000031760","PIERAPG00000013353","NCAM1_2"
"PIERAPT00000031762","PIERAPG00000013354","AGL_2"
"PIERAPT00000031764","PIERAPG00000013355","PDE2A"
"PIERAPT00000031766","PIERAPG00000013356","PROF_2"
"PIERAPT00000031767","PIERAPG00000013357","yidC_2"
"PIERAPT00000031771","PIERAPG00000013358","tos"
"PIERAPT00000031774","PIERAPG00000013359","CCDC108"
"PIERAPT00000031778","PIERAPG00000013360","LRCH1LRCH3"
"PIERAPT00000031779","PIERAPG00000013361","fbxl5"
"PIERAPT00000031781","PIERAPG00000013362","At1g75220"
"PIERAPT00000031783","PIERAPG00000013363","TRHRNmur1B0563.6"
"PIERAPT00000031785","PIERAPG00000013364","NISCH"
"PIERAPT00000031786","PIERAPG00000013365","RAB7A"
"PIERAPT00000031790","PIERAPG00000013366","Dnah5_2"
"PIERAPT00000031792","PIERAPG00000013367","FASN_11"
"PIERAPT00000031793","PIERAPG00000013368","COL15A1"
"PIERAPT00000031795","PIERAPG00000013369","PAIP1_2"
"PIERAPT00000031796","PIERAPG00000013370","GK3P_2"
"PIERAPT00000031798","PIERAPG00000013371","LOAG_04423"
"PIERAPT00000031799","PIERAPG00000013372","RpL7A"
"PIERAPT00000031800","PIERAPG00000013373","ADTRP_4"
"PIERAPT00000031802","PIERAPG00000013374","sgk1SGK3"
"PIERAPT00000031803","PIERAPG00000013375","RWDD2B"
"PIERAPT00000031804","PIERAPG00000013376","FAM43A"
"PIERAPT00000031805","PIERAPG00000013377","Nach_3"
"PIERAPT00000031806","PIERAPG00000013378","KIAA0319L"
"PIERAPT00000031807","PIERAPG00000013379","Obp72_7"
"PIERAPT00000031808","PIERAPG00000013380","Fra10ac1"
"PIERAPT00000031810","PIERAPG00000013381","G110104"
"PIERAPT00000031811","PIERAPG00000013382","E2F4"
"PIERAPT00000031813","PIERAPG00000013383","G112656"
"PIERAPT00000031818","PIERAPG00000013384","Fasn_4"
"PIERAPT00000031822","PIERAPG00000013385","rnc"
"PIERAPT00000031823","PIERAPG00000013386","l(1)G0004"
"PIERAPT00000031825","PIERAPG00000013387","BLZF1"
"PIERAPT00000031827","PIERAPG00000013388","gyrA_2"
"PIERAPT00000031836","PIERAPG00000013389","scribLRRC1"
"PIERAPT00000031840","PIERAPG00000013390","DHX16"
"PIERAPT00000031844","PIERAPG00000013391","mod(mdg4)_2"
"PIERAPT00000031845","PIERAPG00000013392","CABYR"
"PIERAPT00000031846","PIERAPG00000013393","CBX3_2"
"PIERAPT00000031849","PIERAPG00000013394","y_12"
"PIERAPT00000031855","PIERAPG00000013395","CPIJ011320"
"PIERAPT00000031860","PIERAPG00000013396","ebi"
"PIERAPT00000031861","PIERAPG00000013397","Man2b1_2"
"PIERAPT00000031862","PIERAPG00000013398","Slc26a5"
"PIERAPT00000031863","PIERAPG00000013399","HMGA2"
"PIERAPT00000031864","PIERAPG00000013400","Obp19d_5"
"PIERAPT00000031865","PIERAPG00000013401","y_13"
"PIERAPT00000031866","PIERAPG00000013402","Gnn"
"PIERAPT00000031867","PIERAPG00000013403","pat"
"PIERAPT00000031868","PIERAPG00000013404","Flo-1"
"PIERAPT00000031871","PIERAPG00000013405","RBM17"
"PIERAPT00000031873","PIERAPG00000013406","unc-89_4"
"PIERAPT00000031874","PIERAPG00000013407","an3"
"PIERAPT00000031875","PIERAPG00000013408","CYP4C1_10"
"PIERAPT00000031876","PIERAPG00000013409","Fam155a"
"PIERAPT00000031878","PIERAPG00000013410","pyroxd1"
"PIERAPT00000031880","PIERAPG00000013411","DLGAP4_2"
"PIERAPT00000031887","PIERAPG00000013412","APL3_2"
"PIERAPT00000031888","PIERAPG00000013413","CG3149"
"PIERAPT00000031889","PIERAPG00000013414","metG_2"
